Query ID: 1
Rank      DocID       Relevance    Precision       Recall
91       CACM-2179         N         0.0330         0.5000
92       CACM-2320         N         0.0326         0.5000
93       CACM-1678         N         0.0323         0.5000
94       CACM-2870         N         0.0319         0.5000
95       CACM-1869         N         0.0316         0.5000
96       CACM-1682         N         0.0312         0.5000
97       CACM-2904         N         0.0309         0.5000
98       CACM-2551         N         0.0306         0.5000
99       CACM-2658         N         0.0303         0.5000
100       CACM-2423         N         0.0300         0.5000

P@5: 0.0
P@20: 0.0

******************* End of query 3 ***************************

Query ID: 4
Rank      DocID       Relevance    Precision       Recall
1       CACM-2931         N         0.0000         0.0000
2       CACM-2342         N         0.0000         0.0000
3       CACM-3128         R         0.3333         0.0833
4       CACM-2377         N         0.2500         0.0833
5       CACM-2314         N         0.2000         0.0833
6       CACM-1135         N         0.1667         0.0833
7       CACM-3043         R         0.2857         0.1667
8       CACM-2060         N         0.2500         0.1667
9       CACM-2438         N         0.2222         0.1667
10       CACM-0616         N         0.2000         0.1667
11       CACM-2939         N         0.1818         0.1667
12       CACM-2851         N         0.1667         0.1667
13       CACM-2905         N         0.1538         0.1667
14       CACM-3141         N         0.1429         0.1667
15       CACM-2848         N         0.1333         0.1667
16       CACM-2969         N         0.1250         0.1667
17       CACM-3103         N         0.1176         0.1667
18       CACM-3105         N         0.1111         0.1667
19       CACM-3049         N         0.1053         0.1667
20       CACM-2895         N         0.1000         0.1667
21       CACM-2684         N         0.0952         0.1667
22       CACM-2439         N         0.0909         0.1667
23       CACM-1145         N         0.0870         0.1667
24       CACM-2519         N         0.0833         0.1667
25       CACM-3021         N         0.0800         0.1667
26       CACM-1727         N         0.0769         0.1667
27       CACM-0409         N         0.0741         0.1667
28       CACM-2900         N         0.0714         0.1667
29       CACM-1665         N         0.0690         0.1667
30       CACM-3148         N         0.0667         0.1667
31       CACM-2721         N         0.0645         0.1667
32       CACM-1470         N         0.0625         0.1667
33       CACM-2767         N         0.0606         0.1667
34       CACM-1253         N         0.0588         0.1667
35       CACM-1742         N         0.0571         0.1667
36       CACM-0724         N         0.0556         0.1667
37       CACM-2929         N         0.0541         0.1667
38       CACM-1651         N         0.0526         0.1667
39       CACM-2233         N         0.0513         0.1667
40       CACM-1846         N         0.0500         0.1667
41       CACM-1829         N         0.0488         0.1667
42       CACM-1458         N         0.0476         0.1667
43       CACM-2865         N         0.0465         0.1667
44       CACM-2705         N         0.0455         0.1667
45       CACM-0321         N         0.0444         0.1667
46       CACM-0435         N         0.0435         0.1667
47       CACM-1014         N         0.0426         0.1667
48       CACM-3069         N         0.0417         0.1667
49       CACM-1626         N         0.0408         0.1667
50       CACM-1534         N         0.0400         0.1667
51       CACM-1908         N         0.0392         0.1667
52       CACM-1307         N         0.0385         0.1667
53       CACM-3013         N         0.0377         0.1667
54       CACM-3018         N         0.0370         0.1667
55       CACM-2870         N         0.0364         0.1667
56       CACM-2080         N         0.0357         0.1667
57       CACM-1506         N         0.0351         0.1667
58       CACM-3081         N         0.0345         0.1667
59       CACM-3064         N         0.0339         0.1667
60       CACM-2742         N         0.0333         0.1667
61       CACM-1550         N         0.0328         0.1667
62       CACM-2916         N         0.0323         0.1667
63       CACM-2940         N         0.0317         0.1667
64       CACM-2196         N         0.0312         0.1667
65       CACM-1677         N         0.0308         0.1667
66       CACM-2020         N         0.0303         0.1667
67       CACM-2816         N         0.0299         0.1667
68       CACM-1248         N         0.0294         0.1667
69       CACM-2359         N         0.0290         0.1667
70       CACM-1527         N         0.0286         0.1667
71       CACM-3056         N         0.0282         0.1667
72       CACM-2273         N         0.0278         0.1667
73       CACM-1978         N         0.0274         0.1667
74       CACM-2946         N         0.0270         0.1667
75       CACM-1143         N         0.0267         0.1667
76       CACM-2450         N         0.0263         0.1667
77       CACM-2406         N         0.0260         0.1667
78       CACM-2890         N         0.0256         0.1667
79       CACM-2632         N         0.0253         0.1667
80       CACM-2692         N         0.0250         0.1667
81       CACM-1705         N         0.0247         0.1667
82       CACM-1099         N         0.0244         0.1667
83       CACM-1536         N         0.0241         0.1667
84       CACM-1485         N         0.0238         0.1667
85       CACM-2989         N         0.0235         0.1667
86       CACM-2054         N         0.0233         0.1667
87       CACM-1699         N         0.0230         0.1667
88       CACM-2840         N         0.0227         0.1667
89       CACM-3202         N         0.0225         0.1667
90       CACM-2188         N         0.0222         0.1667
91       CACM-2912         R         0.0330         0.2500
92       CACM-1199         N         0.0326         0.2500
93       CACM-1323         N         0.0323         0.2500
94       CACM-2383         N         0.0319         0.2500
95       CACM-2017         N         0.0316         0.2500
96       CACM-1362         N         0.0312         0.2500
97       CACM-2371         R         0.0412         0.3333
98       CACM-0040         N         0.0408         0.3333
99       CACM-0483         N         0.0404         0.3333
100       CACM-2376         N         0.0400         0.3333

P@5: 0.2
P@20: 0.1

******************* End of query 4 ***************************

Query ID: 5
Rank      DocID       Relevance    Precision       Recall
1       CACM-2035         R         1.0000         0.1250
2       CACM-1829         N         0.5000         0.1250
3       CACM-2321         N         0.3333         0.1250
4       CACM-1978         N         0.2500         0.1250
5       CACM-2003         N         0.2000         0.1250
6       CACM-2786         N         0.1667         0.1250
7       CACM-1699         N         0.1429         0.1250
8       CACM-2629         N         0.1250         0.1250
9       CACM-1671         N         0.1111         0.1250
10       CACM-2357         N         0.1000         0.1250
11       CACM-1188         N         0.0909         0.1250
12       CACM-2299         R         0.1667         0.2500
13       CACM-1960         N         0.1538         0.2500
14       CACM-2169         N         0.1429         0.2500
15       CACM-2247         N         0.1333         0.2500
16       CACM-1698         N         0.1250         0.2500
17       CACM-1742         N         0.1176         0.2500
18       CACM-2483         N         0.1111         0.2500
19       CACM-3147         N         0.1053         0.2500
20       CACM-2622         N         0.1000         0.2500
21       CACM-3050         N         0.0952         0.2500
22       CACM-2820         R         0.1364         0.3750
23       CACM-1937         N         0.1304         0.3750
24       CACM-3011         N         0.1250         0.3750
25       CACM-2873         N         0.1200         0.3750
26       CACM-3190         N         0.1154         0.3750
27       CACM-2106         N         0.1111         0.3750
28       CACM-1502         R         0.1429         0.5000
29       CACM-1571         N         0.1379         0.5000
30       CACM-3102         N         0.1333         0.5000
31       CACM-2314         N         0.1290         0.5000
32       CACM-2887         N         0.1250         0.5000
33       CACM-2396         N         0.1212         0.5000
34       CACM-2138         N         0.1176         0.5000
35       CACM-2358         N         0.1143         0.5000
36       CACM-1392         N         0.1111         0.5000
37       CACM-1764         N         0.1081         0.5000
38       CACM-1487         N         0.1053         0.5000
39       CACM-1605         N         0.1026         0.5000
40       CACM-2145         N         0.1000         0.5000
41       CACM-3012         N         0.0976         0.5000
42       CACM-3054         N         0.0952         0.5000
43       CACM-3137         N         0.0930         0.5000
44       CACM-1962         N         0.0909         0.5000
45       CACM-2252         N         0.0889         0.5000
46       CACM-0892         N         0.0870         0.5000
47       CACM-1409         N         0.0851         0.5000
48       CACM-2181         N         0.0833         0.5000
49       CACM-2522         N         0.0816         0.5000
50       CACM-2542         N         0.0800         0.5000
51       CACM-3035         N         0.0784         0.5000
52       CACM-2812         N         0.0769         0.5000
53       CACM-0972         N         0.0755         0.5000
54       CACM-2841         N         0.0741         0.5000
55       CACM-2277         N         0.0727         0.5000
56       CACM-1534         N         0.0714         0.5000
57       CACM-2439         N         0.0702         0.5000
58       CACM-1810         N         0.0690         0.5000
59       CACM-3146         N         0.0678         0.5000
60       CACM-1395         N         0.0667         0.5000
61       CACM-1750         N         0.0656         0.5000
62       CACM-1253         N         0.0645         0.5000
63       CACM-3087         N         0.0635         0.5000
64       CACM-2401         N         0.0625         0.5000
65       CACM-1853         N         0.0615         0.5000
66       CACM-2753         N         0.0606         0.5000
67       CACM-1589         N         0.0597         0.5000
68       CACM-3127         N         0.0588         0.5000
69       CACM-1435         N         0.0580         0.5000
70       CACM-2592         N         0.0571         0.5000
71       CACM-2947         N         0.0563         0.5000
72       CACM-2155         N         0.0556         0.5000
73       CACM-1238         N         0.0548         0.5000
74       CACM-2399         R         0.0676         0.6250
75       CACM-2188         N         0.0667         0.6250
76       CACM-2187         N         0.0658         0.6250
77       CACM-1646         N         0.0649         0.6250
78       CACM-2990         N         0.0641         0.6250
79       CACM-1748         N         0.0633         0.6250
80       CACM-1465         N         0.0625         0.6250
81       CACM-2959         N         0.0617         0.6250
82       CACM-2201         N         0.0610         0.6250
83       CACM-2950         N         0.0602         0.6250
84       CACM-1901         N         0.0595         0.6250
85       CACM-1680         N         0.0588         0.6250
86       CACM-0679         N         0.0581         0.6250
87       CACM-3202         N         0.0575         0.6250
88       CACM-3144         N         0.0568         0.6250
89       CACM-2105         N         0.0562         0.6250
90       CACM-2534         N         0.0556         0.6250
91       CACM-2322         N         0.0549         0.6250
92       CACM-3119         N         0.0543         0.6250
93       CACM-2645         N         0.0538         0.6250
94       CACM-1476         N         0.0532         0.6250
95       CACM-1307         R         0.0632         0.7500
96       CACM-2499         N         0.0625         0.7500
97       CACM-2267         N         0.0619         0.7500
98       CACM-2484         N         0.0612         0.7500
99       CACM-2535         N         0.0606         0.7500
100       CACM-2572         N         0.0600         0.7500

P@5: 0.2
P@20: 0.1

******************* End of query 5 ***************************

Query ID: 6
Rank      DocID       Relevance    Precision       Recall
1       CACM-2828         R         1.0000         0.3333
2       CACM-2826         N         0.5000         0.3333
3       CACM-0695         N         0.3333         0.3333
4       CACM-2721         N         0.2500         0.3333
5       CACM-0492         N         0.2000         0.3333
6       CACM-0531         N         0.1667         0.3333
7       CACM-2931         N         0.1429         0.3333
8       CACM-1543         R         0.2500         0.6667
9       CACM-0435         N         0.2222         0.6667
10       CACM-0605         N         0.2000         0.6667
11       CACM-1867         N         0.1818         0.6667
12       CACM-0616         N         0.1667         0.6667
13       CACM-1341         N         0.1538         0.6667
14       CACM-1014         N         0.1429         0.6667
15       CACM-2230         N         0.1333         0.6667
16       CACM-1365         N         0.1250         0.6667
17       CACM-0417         N         0.1176         0.6667
18       CACM-0670         N         0.1111         0.6667
19       CACM-2176         N         0.1053         0.6667
20       CACM-1397         N         0.1000         0.6667
21       CACM-1234         N         0.0952         0.6667
22       CACM-1664         N         0.0909         0.6667
23       CACM-2389         N         0.0870         0.6667
24       CACM-1623         N         0.0833         0.6667
25       CACM-3198         N         0.0800         0.6667
26       CACM-3035         N         0.0769         0.6667
27       CACM-1046         N         0.0741         0.6667
28       CACM-2753         N         0.0714         0.6667
29       CACM-1009         N         0.0690         0.6667
30       CACM-2187         N         0.0667         0.6667
31       CACM-2873         N         0.0645         0.6667
32       CACM-1385         N         0.0625         0.6667
33       CACM-3135         N         0.0606         0.6667
34       CACM-0242         N         0.0588         0.6667
35       CACM-2078         R         0.0857         1.0000
36       CACM-2582         N         0.0833         1.0000
37       CACM-1634         N         0.0811         1.0000
38       CACM-2095         N         0.0789         1.0000
39       CACM-2667         N         0.0769         1.0000
40       CACM-1698         N         0.0750         1.0000
41       CACM-1621         N         0.0732         1.0000
42       CACM-2622         N         0.0714         1.0000
43       CACM-2046         N         0.0698         1.0000
44       CACM-2810         N         0.0682         1.0000
45       CACM-1885         N         0.0667         1.0000
46       CACM-2887         N         0.0652         1.0000
47       CACM-0731         N         0.0638         1.0000
48       CACM-0321         N         0.0625         1.0000
49       CACM-2572         N         0.0612         1.0000
50       CACM-1148         N         0.0600         1.0000
51       CACM-2705         N         0.0588         1.0000
52       CACM-2900         N         0.0577         1.0000
53       CACM-2943         N         0.0566         1.0000
54       CACM-2319         N         0.0556         1.0000
55       CACM-2519         N         0.0545         1.0000
56       CACM-3150         N         0.0536         1.0000
57       CACM-2314         N         0.0526         1.0000
58       CACM-2486         N         0.0517         1.0000
59       CACM-1348         N         0.0508         1.0000
60       CACM-1727         N         0.0500         1.0000
61       CACM-1325         N         0.0492         1.0000
62       CACM-1978         N         0.0484         1.0000
63       CACM-2406         N         0.0476         1.0000
64       CACM-2834         N         0.0469         1.0000
65       CACM-2712         N         0.0462         1.0000
66       CACM-2167         N         0.0455         1.0000
67       CACM-3154         N         0.0448         1.0000
68       CACM-1748         N         0.0441         1.0000
69       CACM-2922         N         0.0435         1.0000
70       CACM-2485         N         0.0429         1.0000
71       CACM-3033         N         0.0423         1.0000
72       CACM-2496         N         0.0417         1.0000
73       CACM-3125         N         0.0411         1.0000
74       CACM-1846         N         0.0405         1.0000
75       CACM-3148         N         0.0400         1.0000
76       CACM-1199         N         0.0395         1.0000
77       CACM-0438         N         0.0390         1.0000
78       CACM-1184         N         0.0385         1.0000
79       CACM-1456         N         0.0380         1.0000
80       CACM-3188         N         0.0375         1.0000
81       CACM-2968         N         0.0370         1.0000
82       CACM-1928         N         0.0366         1.0000
83       CACM-3105         N         0.0361         1.0000
84       CACM-3172         N         0.0357         1.0000
85       CACM-1458         N         0.0353         1.0000
86       CACM-3000         N         0.0349         1.0000
87       CACM-2707         N         0.0345         1.0000
88       CACM-3166         N         0.0341         1.0000
89       CACM-1379         N         0.0337         1.0000
90       CACM-1404         N         0.0333         1.0000
91       CACM-3117         N         0.0330         1.0000
92       CACM-1083         N         0.0326         1.0000
93       CACM-1783         N         0.0323         1.0000
94       CACM-2765         N         0.0319         1.0000
95       CACM-0281         N         0.0316         1.0000
96       CACM-1433         N         0.0312         1.0000
97       CACM-2092         N         0.0309         1.0000
98       CACM-1262         N         0.0306         1.0000
99       CACM-2836         N         0.0303         1.0000
100       CACM-2918         N         0.0300         1.0000

P@5: 0.2
P@20: 0.1

******************* End of query 6 ***************************

Query ID: 7
Rank      DocID       Relevance    Precision       Recall
1       CACM-3043         R         1.0000         0.0357
2       CACM-2912         R         1.0000         0.0714
3       CACM-2342         R         1.0000         0.1071
4       CACM-2111         N         0.7500         0.1071
5       CACM-2865         R         0.8000         0.1429
6       CACM-3128         R         0.8333         0.1786
7       CACM-1623         N         0.7143         0.1786
8       CACM-3141         R         0.7500         0.2143
9       CACM-2903         N         0.6667         0.2143
10       CACM-3148         R         0.7000         0.2500
11       CACM-2317         N         0.6364         0.2500
12       CACM-2949         N         0.5833         0.2500
13       CACM-2376         R         0.6154         0.2857
14       CACM-2890         N         0.5714         0.2857
15       CACM-2871         N         0.5333         0.2857
16       CACM-0046         N         0.5000         0.2857
17       CACM-1397         N         0.4706         0.2857
18       CACM-2657         N         0.4444         0.2857
19       CACM-2208         N         0.4211         0.2857
20       CACM-2905         N         0.4000         0.2857
21       CACM-1381         N         0.3810         0.2857
22       CACM-2402         N         0.3636         0.2857
23       CACM-0616         N         0.3478         0.2857
24       CACM-2740         N         0.3333         0.2857
25       CACM-2424         N         0.3200         0.2857
26       CACM-2033         N         0.3077         0.2857
27       CACM-1854         N         0.2963         0.2857
28       CACM-3014         N         0.2857         0.2857
29       CACM-3006         N         0.2759         0.2857
30       CACM-1601         N         0.2667         0.2857
31       CACM-2344         N         0.2581         0.2857
32       CACM-2320         R         0.2812         0.3214
33       CACM-1924         N         0.2727         0.3214
34       CACM-1135         N         0.2647         0.3214
35       CACM-3021         N         0.2571         0.3214
36       CACM-1886         N         0.2500         0.3214
37       CACM-1749         N         0.2432         0.3214
38       CACM-2902         N         0.2368         0.3214
39       CACM-1698         N         0.2308         0.3214
40       CACM-2519         N         0.2250         0.3214
41       CACM-1771         N         0.2195         0.3214
42       CACM-1553         N         0.2143         0.3214
43       CACM-1665         N         0.2093         0.3214
44       CACM-2541         N         0.2045         0.3214
45       CACM-3059         N         0.2000         0.3214
