
query_id   Q0   doc_id   rank   Lucene   system_name
1   Q0   CACM-2948   52   0.15466574   LuceneRetrieval
1   Q0   CACM-1680   53   0.15207314   LuceneRetrieval
1   Q0   CACM-0698   54   0.151287   LuceneRetrieval
1   Q0   CACM-1685   55   0.15038346   LuceneRetrieval
1   Q0   CACM-1462   56   0.15010586   LuceneRetrieval
1   Q0   CACM-1854   57   0.14999086   LuceneRetrieval
1   Q0   CACM-1464   58   0.14995599   LuceneRetrieval
1   Q0   CACM-2500   59   0.14995034   LuceneRetrieval
1   Q0   CACM-2920   60   0.1495041   LuceneRetrieval
1   Q0   CACM-1750   61   0.14587095   LuceneRetrieval
1   Q0   CACM-3068   62   0.14556962   LuceneRetrieval
1   Q0   CACM-3127   63   0.14393976   LuceneRetrieval
1   Q0   CACM-1264   64   0.1404345   LuceneRetrieval
1   Q0   CACM-3023   65   0.1404069   LuceneRetrieval
1   Q0   CACM-2522   66   0.13957985   LuceneRetrieval
1   Q0   CACM-1315   67   0.1382589   LuceneRetrieval
1   Q0   CACM-1747   68   0.13779753   LuceneRetrieval
1   Q0   CACM-3025   69   0.13654938   LuceneRetrieval
1   Q0   CACM-2365   70   0.13639957   LuceneRetrieval
1   Q0   CACM-2439   71   0.13502307   LuceneRetrieval
1   Q0   CACM-2317   72   0.13447097   LuceneRetrieval
1   Q0   CACM-2838   73   0.13378662   LuceneRetrieval
1   Q0   CACM-1440   74   0.13028242   LuceneRetrieval
1   Q0   CACM-1542   75   0.12979597   LuceneRetrieval
1   Q0   CACM-3011   76   0.12949467   LuceneRetrieval
1   Q0   CACM-2358   77   0.12828869   LuceneRetrieval
1   Q0   CACM-2917   78   0.12748477   LuceneRetrieval
1   Q0   CACM-2201   79   0.12746063   LuceneRetrieval
1   Q0   CACM-1590   80   0.1271599   LuceneRetrieval
1   Q0   CACM-2841   81   0.12705572   LuceneRetrieval
1   Q0   CACM-2740   82   0.12692465   LuceneRetrieval
1   Q0   CACM-2080   83   0.12675974   LuceneRetrieval
1   Q0   CACM-1046   84   0.12631945   LuceneRetrieval
1   Q0   CACM-3069   85   0.12524861   LuceneRetrieval
1   Q0   CACM-3174   86   0.12434548   LuceneRetrieval
1   Q0   CACM-0971   87   0.12415707   LuceneRetrieval
1   Q0   CACM-2092   88   0.122705236   LuceneRetrieval
1   Q0   CACM-2681   89   0.12232214   LuceneRetrieval
1   Q0   CACM-1885   90   0.12227185   LuceneRetrieval
1   Q0   CACM-1828   91   0.12017821   LuceneRetrieval
1   Q0   CACM-1626   92   0.119328566   LuceneRetrieval
1   Q0   CACM-1892   93   0.11931407   LuceneRetrieval
1   Q0   CACM-1753   94   0.118033096   LuceneRetrieval
1   Q0   CACM-2390   95   0.11732617   LuceneRetrieval
1   Q0   CACM-1179   96   0.11570086   LuceneRetrieval
1   Q0   CACM-1173   97   0.11553207   LuceneRetrieval
1   Q0   CACM-2560   98   0.11469409   LuceneRetrieval
1   Q0   CACM-1960   99   0.11466144   LuceneRetrieval
1   Q0   CACM-3065   100   0.11356041   LuceneRetrieval



query_id   Q0   doc_id   rank   Lucene   system_name


2   Q0   CACM-2434   1   0.20523958   LuceneRetrieval
2   Q0   CACM-3078   2   0.18894485   LuceneRetrieval
2   Q0   CACM-3129   3   0.13599107   LuceneRetrieval
2   Q0   CACM-2786   4   0.10032949   LuceneRetrieval
2   Q0   CACM-2863   5   0.09978098   LuceneRetrieval
2   Q0   CACM-1977   6   0.08604925   LuceneRetrieval
2   Q0   CACM-2534   7   0.07852553   LuceneRetrieval
2   Q0   CACM-0497   8   0.07736967   LuceneRetrieval
2   Q0   CACM-3202   9   0.07698071   LuceneRetrieval
2   Q0   CACM-2177   10   0.07587204   LuceneRetrieval
2   Q0   CACM-0616   11   0.07526611   LuceneRetrieval
2   Q0   CACM-3144   12   0.074349016   LuceneRetrieval
2   Q0   CACM-1379   13   0.074332684   LuceneRetrieval
2   Q0   CACM-1046   14   0.07160746   LuceneRetrieval
2   Q0   CACM-2342   15   0.07040931   LuceneRetrieval
2   Q0   CACM-1264   16   0.06993262   LuceneRetrieval
2   Q0   CACM-1010   17   0.0682873   LuceneRetrieval
2   Q0   CACM-0727   18   0.06816   LuceneRetrieval
2   Q0   CACM-1364   19   0.06727582   LuceneRetrieval
2   Q0   CACM-1674   20   0.06434792   LuceneRetrieval
2   Q0   CACM-1652   21   0.06379322   LuceneRetrieval
2   Q0   CACM-2939   22   0.06319933   LuceneRetrieval
2   Q0   CACM-3117   23   0.062661596   LuceneRetrieval
2   Q0   CACM-1931   24   0.062231068   LuceneRetrieval
2   Q0   CACM-3171   25   0.057289977   LuceneRetrieval
2   Q0   CACM-1012   26   0.05563073   LuceneRetrieval
2   Q0   CACM-2971   27   0.055541564   LuceneRetrieval
2   Q0   CACM-1062   28   0.055214763   LuceneRetrieval
2   Q0   CACM-0282   29   0.055150922   LuceneRetrieval
2   Q0   CACM-2439   30   0.055012465   LuceneRetrieval
2   Q0   CACM-1272   31   0.05475633   LuceneRetrieval
2   Q0   CACM-2215   32   0.05453927   LuceneRetrieval
2   Q0   CACM-2572   33   0.054491945   LuceneRetrieval
2   Q0   CACM-2002   34   0.05287711   LuceneRetrieval
2   Q0   CACM-1553   35   0.052827295   LuceneRetrieval
2   Q0   CACM-2980   36   0.050564315   LuceneRetrieval
2   Q0   CACM-2905   37   0.049542136   LuceneRetrieval
2   Q0   CACM-1861   38   0.04943526   LuceneRetrieval
2   Q0   CACM-0531   39   0.048753656   LuceneRetrieval
2   Q0   CACM-1705   40   0.048316717   LuceneRetrieval
2   Q0   CACM-1877   41   0.048146997   LuceneRetrieval
2   Q0   CACM-1593   42   0.047715932   LuceneRetrieval
2   Q0   CACM-2047   43   0.047715932   LuceneRetrieval
2   Q0   CACM-2194   44   0.047173288   LuceneRetrieval
2   Q0   CACM-1975   45   0.047043126   LuceneRetrieval
2   Q0   CACM-1519   46   0.046436515   LuceneRetrieval
2   Q0   CACM-2451   47   0.044987854   LuceneRetrieval
2   Q0   CACM-1867   48   0.044105705   LuceneRetrieval
2   Q0   CACM-1154   49   0.04388455   LuceneRetrieval
2   Q0   CACM-1924   50   0.043479186   LuceneRetrieval
2   Q0   CACM-2852   51   0.043277074   LuceneRetrieval
2   Q0   CACM-1741   52   0.043247942   LuceneRetrieval
2   Q0   CACM-0335   53   0.043171577   LuceneRetrieval
2   Q0   CACM-1651   54   0.04306374   LuceneRetrieval
2   Q0   CACM-1764   55   0.042453356   LuceneRetrieval
2   Q0   CACM-1486   56   0.042246122   LuceneRetrieval
2   Q0   CACM-2233   57   0.04166512   LuceneRetrieval
2   Q0   CACM-1542   58   0.040619772   LuceneRetrieval
2   Q0   CACM-1315   59   0.04037564   LuceneRetrieval
2   Q0   CACM-1588   60   0.04026837   LuceneRetrieval
2   Q0   CACM-2519   61   0.039275236   LuceneRetrieval
2   Q0   CACM-1334   62   0.03908953   LuceneRetrieval
2   Q0   CACM-2924   63   0.03843478   LuceneRetrieval
2   Q0   CACM-0242   64   0.038407825   LuceneRetrieval
2   Q0   CACM-2250   65   0.037999257   LuceneRetrieval
2   Q0   CACM-2900   66   0.03793247   LuceneRetrieval
2   Q0   CACM-1397   67   0.037862074   LuceneRetrieval
2   Q0   CACM-3059   68   0.03786122   LuceneRetrieval
2   Q0   CACM-0670   69   0.03773713   LuceneRetrieval
2   Q0   CACM-2423   70   0.037552796   LuceneRetrieval
2   Q0   CACM-3072   71   0.03749875   LuceneRetrieval
2   Q0   CACM-1886   72   0.037429806   LuceneRetrieval
2   Q0   CACM-2304   73   0.0371284   LuceneRetrieval
2   Q0   CACM-1623   74   0.037101805   LuceneRetrieval
2   Q0   CACM-3201   75   0.0369663   LuceneRetrieval
2   Q0   CACM-2421   76   0.036744695   LuceneRetrieval
2   Q0   CACM-3110   77   0.036651738   LuceneRetrieval
2   Q0   CACM-1464   78   0.03652174   LuceneRetrieval
2   Q0   CACM-3033   79   0.036188584   LuceneRetrieval
2   Q0   CACM-1846   80   0.035667606   LuceneRetrieval
2   Q0   CACM-0397   81   0.035592988   LuceneRetrieval
2   Q0   CACM-1638   82   0.035509508   LuceneRetrieval
2   Q0   CACM-2039   83   0.035494506   LuceneRetrieval
2   Q0   CACM-2354   84   0.035400026   LuceneRetrieval
2   Q0   CACM-1930   85   0.03536272   LuceneRetrieval
2   Q0   CACM-3199   86   0.03523787   LuceneRetrieval
2   Q0   CACM-2981   87   0.03516239   LuceneRetrieval
2   Q0   CACM-2356   88   0.034671508   LuceneRetrieval
2   Q0   CACM-1527   89   0.03462166   LuceneRetrieval
2   Q0   CACM-2771   90   0.034373846   LuceneRetrieval
2   Q0   CACM-2986   91   0.034138568   LuceneRetrieval
2   Q0   CACM-1564   92   0.034046   LuceneRetrieval
2   Q0   CACM-1166   93   0.034005668   LuceneRetrieval
2   Q0   CACM-3047   94   0.03372939   LuceneRetrieval
2   Q0   CACM-2486   95   0.033680044   LuceneRetrieval
2   Q0   CACM-2402   96   0.033647485   LuceneRetrieval
2   Q0   CACM-2916   97   0.032965183   LuceneRetrieval
2   Q0   CACM-2684   98   0.032911837   LuceneRetrieval
2   Q0   CACM-2714   99   0.0328393   LuceneRetrieval
2   Q0   CACM-1259   100   0.03283644   LuceneRetrieval



query_id   Q0   doc_id   rank   Lucene   system_name


3   Q0   CACM-1988   1   0.21686055   LuceneRetrieval
3   Q0   CACM-2061   2   0.18785901   LuceneRetrieval
3   Q0   CACM-2112   3   0.16551231   LuceneRetrieval
3   Q0   CACM-2921   4   0.15590172   LuceneRetrieval
3   Q0   CACM-0252   5   0.15212691   LuceneRetrieval
3   Q0   CACM-1496   6   0.15029337   LuceneRetrieval
3   Q0   CACM-0205   7   0.14477128   LuceneRetrieval
3   Q0   CACM-2411   8   0.14274253   LuceneRetrieval
3   Q0   CACM-1154   9   0.13002388   LuceneRetrieval
3   Q0   CACM-3102   10   0.12817138   LuceneRetrieval
3   Q0   CACM-1223   11   0.12707227   LuceneRetrieval
3   Q0   CACM-1387   12   0.12440709   LuceneRetrieval
3   Q0   CACM-1723   13   0.123388   LuceneRetrieval
3   Q0   CACM-2579   14   0.12234247   LuceneRetrieval
3   Q0   CACM-0637   15   0.12148889   LuceneRetrieval
3   Q0   CACM-3115   16   0.11870743   LuceneRetrieval
3   Q0   CACM-3030   17   0.1186142   LuceneRetrieval
3   Q0   CACM-1788   18   0.11853453   LuceneRetrieval
3   Q0   CACM-3130   19   0.11628245   LuceneRetrieval
3   Q0   CACM-1029   20   0.116251454   LuceneRetrieval
3   Q0   CACM-1787   21   0.11279412   LuceneRetrieval
3   Q0   CACM-2684   22   0.11100581   LuceneRetrieval
3   Q0   CACM-3093   23   0.11065432   LuceneRetrieval
3   Q0   CACM-2939   24   0.110182054   LuceneRetrieval
3   Q0   CACM-2732   25   0.10986118   LuceneRetrieval
3   Q0   CACM-1807   26   0.10979698   LuceneRetrieval
3   Q0   CACM-0799   27   0.10953208   LuceneRetrieval
3   Q0   CACM-2886   28   0.10903522   LuceneRetrieval
3   Q0   CACM-2867   29   0.107997954   LuceneRetrieval
3   Q0   CACM-1533   30   0.105575114   LuceneRetrieval
3   Q0   CACM-3099   31   0.10510512   LuceneRetrieval
3   Q0   CACM-1350   32   0.10348319   LuceneRetrieval
3   Q0   CACM-1852   33   0.100644715   LuceneRetrieval
3   Q0   CACM-3171   34   0.099614434   LuceneRetrieval
3   Q0   CACM-2929   35   0.09877741   LuceneRetrieval
3   Q0   CACM-1134   36   0.09870606   LuceneRetrieval
3   Q0   CACM-1947   37   0.09804351   LuceneRetrieval
3   Q0   CACM-2138   38   0.09748713   LuceneRetrieval
3   Q0   CACM-1402   39   0.09476894   LuceneRetrieval
3   Q0   CACM-0303   40   0.094118066   LuceneRetrieval
3   Q0   CACM-2746   41   0.093827285   LuceneRetrieval
3   Q0   CACM-2603   42   0.09373993   LuceneRetrieval
3   Q0   CACM-2534   43   0.092586026   LuceneRetrieval
3   Q0   CACM-3124   44   0.09170042   LuceneRetrieval
3   Q0   CACM-1484   45   0.090916835   LuceneRetrieval
3   Q0   CACM-1135   46   0.08968096   LuceneRetrieval
3   Q0   CACM-1835   47   0.0893849   LuceneRetrieval
3   Q0   CACM-3105   48   0.08883876   LuceneRetrieval
3   Q0   CACM-1783   49   0.08853637   LuceneRetrieval
3   Q0   CACM-2210   50   0.08836392   LuceneRetrieval
3   Q0   CACM-1003   51   0.087432265   LuceneRetrieval
3   Q0   CACM-1392   52   0.08702965   LuceneRetrieval
3   Q0   CACM-1565   53   0.086808234   LuceneRetrieval
3   Q0   CACM-0464   54   0.08629241   LuceneRetrieval
3   Q0   CACM-1457   55   0.08575288   LuceneRetrieval
3   Q0   CACM-1386   56   0.08513582   LuceneRetrieval
3   Q0   CACM-2652   57   0.08477951   LuceneRetrieval
3   Q0   CACM-1572   58   0.08465927   LuceneRetrieval
3   Q0   CACM-2316   59   0.08269792   LuceneRetrieval
3   Q0   CACM-0265   60   0.08209885   LuceneRetrieval
3   Q0   CACM-2295   61   0.08061686   LuceneRetrieval
3   Q0   CACM-1976   62   0.07921668   LuceneRetrieval
3   Q0   CACM-2990   63   0.07914218   LuceneRetrieval
3   Q0   CACM-2424   64   0.07890547   LuceneRetrieval
3   Q0   CACM-2873   65   0.0786175   LuceneRetrieval
3   Q0   CACM-2254   66   0.0784391   LuceneRetrieval
3   Q0   CACM-2666   67   0.078434095   LuceneRetrieval
3   Q0   CACM-1456   68   0.077612326   LuceneRetrieval
3   Q0   CACM-0070   69   0.07752619   LuceneRetrieval
3   Q0   CACM-1671   70   0.07722501   LuceneRetrieval
3   Q0   CACM-2111   71   0.07682325   LuceneRetrieval
3   Q0   CACM-2718   72   0.07676092   LuceneRetrieval
3   Q0   CACM-1194   73   0.07550142   LuceneRetrieval
3   Q0   CACM-2372   74   0.07498107   LuceneRetrieval
3   Q0   CACM-2470   75   0.07447849   LuceneRetrieval
3   Q0   CACM-2542   76   0.07384448   LuceneRetrieval
3   Q0   CACM-1062   77   0.0737803   LuceneRetrieval
3   Q0   CACM-1007   78   0.0731521   LuceneRetrieval
3   Q0   CACM-3077   79   0.07298922   LuceneRetrieval
3   Q0   CACM-1348   80   0.07189011   LuceneRetrieval
3   Q0   CACM-1366   81   0.07181743   LuceneRetrieval
3   Q0   CACM-2871   82   0.07159764   LuceneRetrieval
3   Q0   CACM-2341   83   0.06910802   LuceneRetrieval
3   Q0   CACM-1309   84   0.06902037   LuceneRetrieval
3   Q0   CACM-1314   85   0.06888215   LuceneRetrieval
3   Q0   CACM-1306   86   0.06842789   LuceneRetrieval
3   Q0   CACM-2705   87   0.06746232   LuceneRetrieval
3   Q0   CACM-3101   88   0.06722719   LuceneRetrieval
3   Q0   CACM-0661   89   0.066803314   LuceneRetrieval
3   Q0   CACM-1098   90   0.06667941   LuceneRetrieval
3   Q0   CACM-2179   91   0.06617221   LuceneRetrieval
3   Q0   CACM-2320   92   0.06553769   LuceneRetrieval
3   Q0   CACM-1678   93   0.06548296   LuceneRetrieval
3   Q0   CACM-2870   94   0.06527897   LuceneRetrieval
3   Q0   CACM-1869   95   0.06525687   LuceneRetrieval
3   Q0   CACM-1682   96   0.06513049   LuceneRetrieval
3   Q0   CACM-2904   97   0.06513049   LuceneRetrieval
3   Q0   CACM-2551   98   0.06486038   LuceneRetrieval
3   Q0   CACM-2658   99   0.06486038   LuceneRetrieval
3   Q0   CACM-2423   100   0.06402562   LuceneRetrieval



query_id   Q0   doc_id   rank   Lucene   system_name


4   Q0   CACM-2931   1   0.23330416   LuceneRetrieval
4   Q0   CACM-2342   2   0.22747809   LuceneRetrieval
4   Q0   CACM-3128   3   0.22517873   LuceneRetrieval
4   Q0   CACM-2377   4   0.20369782   LuceneRetrieval
4   Q0   CACM-2314   5   0.20311148   LuceneRetrieval
4   Q0   CACM-1135   6   0.19772287   LuceneRetrieval
4   Q0   CACM-3043   7   0.19234833   LuceneRetrieval
4   Q0   CACM-2060   8   0.17911029   LuceneRetrieval
4   Q0   CACM-2438   9   0.173113   LuceneRetrieval
4   Q0   CACM-0616   10   0.17124282   LuceneRetrieval
4   Q0   CACM-2939   11   0.16480975   LuceneRetrieval
4   Q0   CACM-2851   12   0.155538   LuceneRetrieval
4   Q0   CACM-2905   13   0.15174764   LuceneRetrieval
4   Q0   CACM-3141   14   0.15146142   LuceneRetrieval
4   Q0   CACM-2848   15   0.14677298   LuceneRetrieval
4   Q0   CACM-2969   16   0.14430016   LuceneRetrieval
4   Q0   CACM-3103   17   0.14327124   LuceneRetrieval
4   Q0   CACM-3105   18   0.1420421   LuceneRetrieval
4   Q0   CACM-3049   19   0.14117128   LuceneRetrieval
4   Q0   CACM-2895   20   0.13918017   LuceneRetrieval
4   Q0   CACM-2684   21   0.1387864   LuceneRetrieval
4   Q0   CACM-2439   22   0.13559087   LuceneRetrieval
4   Q0   CACM-1145   23   0.13515376   LuceneRetrieval
4   Q0   CACM-2519   24   0.13298409   LuceneRetrieval
4   Q0   CACM-3021   25   0.13185817   LuceneRetrieval
4   Q0   CACM-1727   26   0.13160117   LuceneRetrieval
4   Q0   CACM-0409   27   0.12923566   LuceneRetrieval
4   Q0   CACM-2900   28   0.12843733   LuceneRetrieval
4   Q0   CACM-1665   29   0.12530425   LuceneRetrieval
4   Q0   CACM-3148   30   0.12321978   LuceneRetrieval
4   Q0   CACM-2721   31   0.11965892   LuceneRetrieval
4   Q0   CACM-1470   32   0.11870677   LuceneRetrieval
4   Q0   CACM-2767   33   0.11729081   LuceneRetrieval
4   Q0   CACM-1253   34   0.11700491   LuceneRetrieval
4   Q0   CACM-1742   35   0.11512995   LuceneRetrieval
4   Q0   CACM-0724   36   0.11185526   LuceneRetrieval
4   Q0   CACM-2929   37   0.11093089   LuceneRetrieval
4   Q0   CACM-1651   38   0.11077999   LuceneRetrieval
4   Q0   CACM-2233   39   0.11009992   LuceneRetrieval
4   Q0   CACM-1846   40   0.10998594   LuceneRetrieval
4   Q0   CACM-1829   41   0.109236985   LuceneRetrieval
4   Q0   CACM-1458   42   0.10912241   LuceneRetrieval
4   Q0   CACM-2865   43   0.107833646   LuceneRetrieval
4   Q0   CACM-2705   44   0.107500754   LuceneRetrieval
4   Q0   CACM-0321   45   0.106680244   LuceneRetrieval
4   Q0   CACM-0435   46   0.1061156   LuceneRetrieval
4   Q0   CACM-1014   47   0.10575384   LuceneRetrieval
4   Q0   CACM-3069   48   0.10480116   LuceneRetrieval
4   Q0   CACM-1626   49   0.102606416   LuceneRetrieval
4   Q0   CACM-1534   50   0.10167281   LuceneRetrieval
4   Q0   CACM-1908   51   0.100998655   LuceneRetrieval
4   Q0   CACM-1307   52   0.10069896   LuceneRetrieval
4   Q0   CACM-3013   53   0.0998585   LuceneRetrieval
4   Q0   CACM-3018   54   0.09982602   LuceneRetrieval
4   Q0   CACM-2870   55   0.099567436   LuceneRetrieval
4   Q0   CACM-2080   56   0.09931847   LuceneRetrieval
4   Q0   CACM-1506   57   0.099197656   LuceneRetrieval
4   Q0   CACM-3081   58   0.09846276   LuceneRetrieval
4   Q0   CACM-3064   59   0.097808875   LuceneRetrieval
4   Q0   CACM-2742   60   0.097703   LuceneRetrieval
4   Q0   CACM-1550   61   0.09758301   LuceneRetrieval
4   Q0   CACM-2916   62   0.09657448   LuceneRetrieval
4   Q0   CACM-2940   63   0.096431755   LuceneRetrieval
4   Q0   CACM-2196   64   0.09582314   LuceneRetrieval
4   Q0   CACM-1677   65   0.09533825   LuceneRetrieval
4   Q0   CACM-2020   66   0.09493256   LuceneRetrieval
4   Q0   CACM-2816   67   0.09490469   LuceneRetrieval
4   Q0   CACM-1248   68   0.09472761   LuceneRetrieval
4   Q0   CACM-2359   69   0.093958035   LuceneRetrieval
4   Q0   CACM-1527   70   0.093889065   LuceneRetrieval
4   Q0   CACM-3056   71   0.093487315   LuceneRetrieval
4   Q0   CACM-2273   72   0.09346918   LuceneRetrieval
4   Q0   CACM-1978   73   0.09279905   LuceneRetrieval
4   Q0   CACM-2946   74   0.09236595   LuceneRetrieval
4   Q0   CACM-1143   75   0.09222478   LuceneRetrieval
4   Q0   CACM-2450   76   0.09218325   LuceneRetrieval
4   Q0   CACM-2406   77   0.09197925   LuceneRetrieval
4   Q0   CACM-2890   78   0.09192206   LuceneRetrieval
4   Q0   CACM-2632   79   0.09189938   LuceneRetrieval
4   Q0   CACM-2692   80   0.0916764   LuceneRetrieval
4   Q0   CACM-1705   81   0.09158194   LuceneRetrieval
4   Q0   CACM-1099   82   0.09157939   LuceneRetrieval
4   Q0   CACM-1536   83   0.09129666   LuceneRetrieval
4   Q0   CACM-1485   84   0.09082622   LuceneRetrieval
4   Q0   CACM-2989   85   0.09078925   LuceneRetrieval
4   Q0   CACM-2054   86   0.0906519   LuceneRetrieval
4   Q0   CACM-1699   87   0.09009507   LuceneRetrieval
4   Q0   CACM-2840   88   0.089669764   LuceneRetrieval
4   Q0   CACM-3202   89   0.089515746   LuceneRetrieval
4   Q0   CACM-2188   90   0.08880945   LuceneRetrieval
4   Q0   CACM-2912   91   0.088704795   LuceneRetrieval
4   Q0   CACM-1199   92   0.088689536   LuceneRetrieval
4   Q0   CACM-1323   93   0.088527575   LuceneRetrieval
4   Q0   CACM-2383   94   0.08847296   LuceneRetrieval
4   Q0   CACM-2017   95   0.08827119   LuceneRetrieval
4   Q0   CACM-1362   96   0.08825396   LuceneRetrieval
4   Q0   CACM-2371   97   0.08817569   LuceneRetrieval
4   Q0   CACM-0040   98   0.08806436   LuceneRetrieval
4   Q0   CACM-0483   99   0.08793994   LuceneRetrieval
4   Q0   CACM-2376   100   0.087895796   LuceneRetrieval



query_id   Q0   doc_id   rank   Lucene   system_name


5   Q0   CACM-2035   1   0.2942847   LuceneRetrieval
5   Q0   CACM-1829   2   0.2827063   LuceneRetrieval
5   Q0   CACM-2321   3   0.20209277   LuceneRetrieval
5   Q0   CACM-1978   4   0.20081623   LuceneRetrieval
5   Q0   CACM-2003   5   0.18563811   LuceneRetrieval
5   Q0   CACM-2786   6   0.17974035   LuceneRetrieval
5   Q0   CACM-1699   7   0.17255153   LuceneRetrieval
5   Q0   CACM-2629   8   0.16758029   LuceneRetrieval
5   Q0   CACM-1671   9   0.16445516   LuceneRetrieval
5   Q0   CACM-2357   10   0.15444456   LuceneRetrieval
5   Q0   CACM-1188   11   0.15385039   LuceneRetrieval
5   Q0   CACM-2299   12   0.15216184   LuceneRetrieval
5   Q0   CACM-1960   13   0.14898022   LuceneRetrieval
5   Q0   CACM-2169   14   0.14891694   LuceneRetrieval
5   Q0   CACM-2247   15   0.14683817   LuceneRetrieval
5   Q0   CACM-1698   16   0.14403056   LuceneRetrieval
5   Q0   CACM-1742   17   0.14324585   LuceneRetrieval
5   Q0   CACM-2483   18   0.14235501   LuceneRetrieval
5   Q0   CACM-3147   19   0.14107276   LuceneRetrieval
5   Q0   CACM-2622   20   0.13441832   LuceneRetrieval
5   Q0   CACM-3050   21   0.13345729   LuceneRetrieval
5   Q0   CACM-2820   22   0.13274758   LuceneRetrieval
5   Q0   CACM-1937   23   0.132111   LuceneRetrieval
5   Q0   CACM-3011   24   0.13023967   LuceneRetrieval
5   Q0   CACM-2873   25   0.12939315   LuceneRetrieval
5   Q0   CACM-3190   26   0.12655084   LuceneRetrieval
5   Q0   CACM-2106   27   0.12608375   LuceneRetrieval
5   Q0   CACM-1502   28   0.12419773   LuceneRetrieval
5   Q0   CACM-1571   29   0.12395642   LuceneRetrieval
5   Q0   CACM-3102   30   0.12246807   LuceneRetrieval
5   Q0   CACM-2314   31   0.120979495   LuceneRetrieval
5   Q0   CACM-2887   32   0.1197492   LuceneRetrieval
5   Q0   CACM-2396   33   0.11905023   LuceneRetrieval
5   Q0   CACM-2138   34   0.11776241   LuceneRetrieval
5   Q0   CACM-2358   35   0.11712859   LuceneRetrieval
5   Q0   CACM-1392   36   0.11388943   LuceneRetrieval
5   Q0   CACM-1764   37   0.11365003   LuceneRetrieval
5   Q0   CACM-1487   38   0.11343764   LuceneRetrieval
5   Q0   CACM-1605   39   0.11297637   LuceneRetrieval
5   Q0   CACM-2145   40   0.111699805   LuceneRetrieval
5   Q0   CACM-3012   41   0.111277245   LuceneRetrieval
5   Q0   CACM-3054   42   0.1077284   LuceneRetrieval
5   Q0   CACM-3137   43   0.10600287   LuceneRetrieval
5   Q0   CACM-1962   44   0.10570771   LuceneRetrieval
5   Q0   CACM-2252   45   0.10553311   LuceneRetrieval
5   Q0   CACM-0892   46   0.1048223   LuceneRetrieval
