Query ID: 1
Rank      DocID       Relevance    Precision       Recall
70       CACM-1575         N         0.0429         1.0000
71       CACM-1580         N         0.0423         1.0000
72       CACM-1583         N         0.0417         1.0000
73       CACM-1585         N         0.0411         1.0000
74       CACM-1994         N         0.0405         1.0000
75       CACM-2472         N         0.0400         1.0000
76       CACM-0290         N         0.0395         1.0000
77       CACM-0459         N         0.0390         1.0000
78       CACM-0998         N         0.0385         1.0000
79       CACM-2638         N         0.0380         1.0000
80       CACM-0676         N         0.0375         1.0000
81       CACM-1579         N         0.0370         1.0000
82       CACM-1581         N         0.0366         1.0000
83       CACM-2381         N         0.0361         1.0000
84       CACM-2143         N         0.0357         1.0000
85       CACM-1096         N         0.0353         1.0000
86       CACM-1981         N         0.0349         1.0000
87       CACM-2440         N         0.0345         1.0000
88       CACM-0890         N         0.0341         1.0000
89       CACM-0363         N         0.0337         1.0000
90       CACM-0269         N         0.0333         1.0000
91       CACM-0645         N         0.0330         1.0000
92       CACM-0673         N         0.0326         1.0000
93       CACM-0741         N         0.0323         1.0000
94       CACM-0742         N         0.0319         1.0000
95       CACM-0772         N         0.0316         1.0000
96       CACM-0993         N         0.0312         1.0000
97       CACM-1320         N         0.0309         1.0000
98       CACM-1619         N         0.0306         1.0000
99       CACM-1407         N         0.0303         1.0000
100       CACM-2917         N         0.0300         1.0000

P@5: 0.2
P@20: 0.05

******************* End of query 2 ***************************

Query ID: 3
Rank      DocID       Relevance    Precision       Recall
1       CACM-0929         N         0.0000         0.0000
2       CACM-0249         N         0.0000         0.0000
3       CACM-2316         N         0.0000         0.0000
4       CACM-2603         N         0.0000         0.0000
5       CACM-1138         N         0.0000         0.0000
6       CACM-0077         N         0.0000         0.0000
7       CACM-1313         N         0.0000         0.0000
8       CACM-0100         N         0.0000         0.0000
9       CACM-0463         N         0.0000         0.0000
10       CACM-1466         N         0.0000         0.0000
11       CACM-0051         N         0.0000         0.0000
12       CACM-1142         N         0.0000         0.0000
13       CACM-2587         N         0.0000         0.0000
14       CACM-2411         N         0.0000         0.0000
15       CACM-1496         N         0.0000         0.0000
16       CACM-2814         N         0.0000         0.0000
17       CACM-2295         N         0.0000         0.0000
18       CACM-1098         N         0.0000         0.0000
19       CACM-2551         N         0.0000         0.0000
20       CACM-1102         N         0.0000         0.0000
21       CACM-0651         N         0.0000         0.0000
22       CACM-0205         N         0.0000         0.0000
23       CACM-2066         N         0.0000         0.0000
24       CACM-1366         N         0.0000         0.0000
25       CACM-0762         N         0.0000         0.0000
26       CACM-0920         N         0.0000         0.0000
27       CACM-2658         N         0.0000         0.0000
28       CACM-1678         N         0.0000         0.0000
29       CACM-2659         N         0.0000         0.0000
30       CACM-0857         N         0.0000         0.0000
31       CACM-1459         N         0.0000         0.0000
32       CACM-2705         N         0.0000         0.0000
33       CACM-0070         N         0.0000         0.0000
34       CACM-1703         N         0.0000         0.0000
35       CACM-2061         N         0.0000         0.0000
36       CACM-1306         N         0.0000         0.0000
37       CACM-0799         N         0.0000         0.0000
38       CACM-1723         N         0.0000         0.0000
39       CACM-1387         N         0.0000         0.0000
40       CACM-2317         N         0.0000         0.0000
41       CACM-1360         N         0.0000         0.0000
42       CACM-1787         N         0.0000         0.0000
43       CACM-0303         N         0.0000         0.0000
44       CACM-2939         N         0.0000         0.0000
45       CACM-1007         N         0.0000         0.0000
46       CACM-1565         N         0.0000         0.0000
47       CACM-2867         N         0.0000         0.0000
48       CACM-0628         N         0.0000         0.0000
49       CACM-1134         R         0.0204         0.1667
50       CACM-2112         N         0.0200         0.1667
51       CACM-1852         N         0.0196         0.1667
52       CACM-0637         N         0.0192         0.1667
53       CACM-2782         N         0.0189         0.1667
54       CACM-3099         N         0.0185         0.1667
55       CACM-1457         N         0.0182         0.1667
56       CACM-1533         N         0.0179         0.1667
57       CACM-1467         N         0.0175         0.1667
58       CACM-1402         N         0.0172         0.1667
59       CACM-2886         N         0.0169         0.1667
60       CACM-3148         N         0.0167         0.1667
61       CACM-0252         N         0.0164         0.1667
62       CACM-1484         N         0.0161         0.1667
63       CACM-2254         N         0.0159         0.1667
64       CACM-3102         N         0.0156         0.1667
65       CACM-3030         N         0.0154         0.1667
66       CACM-1835         N         0.0152         0.1667
67       CACM-0689         N         0.0149         0.1667
68       CACM-3171         N         0.0147         0.1667
69       CACM-3150         N         0.0145         0.1667
70       CACM-2652         N         0.0143         0.1667
71       CACM-3115         N         0.0141         0.1667
72       CACM-0596         N         0.0139         0.1667
73       CACM-2111         N         0.0137         0.1667
74       CACM-3056         N         0.0135         0.1667
75       CACM-1314         N         0.0133         0.1667
76       CACM-2647         N         0.0132         0.1667
77       CACM-0464         N         0.0130         0.1667
78       CACM-2645         N         0.0128         0.1667
79       CACM-2406         N         0.0127         0.1667
80       CACM-1485         N         0.0125         0.1667
81       CACM-2305         N         0.0123         0.1667
82       CACM-1788         N         0.0122         0.1667
83       CACM-1807         R         0.0241         0.3333
84       CACM-2684         N         0.0238         0.3333
85       CACM-1572         N         0.0235         0.3333
86       CACM-2572         N         0.0233         0.3333
87       CACM-1365         N         0.0230         0.3333
88       CACM-3105         N         0.0227         0.3333
89       CACM-1916         N         0.0225         0.3333
90       CACM-3124         N         0.0222         0.3333
91       CACM-1783         N         0.0220         0.3333
92       CACM-2495         N         0.0217         0.3333
93       CACM-1251         N         0.0215         0.3333
94       CACM-1185         N         0.0213         0.3333
95       CACM-1029         N         0.0211         0.3333
96       CACM-2558         N         0.0208         0.3333
97       CACM-2579         N         0.0206         0.3333
98       CACM-3093         N         0.0204         0.3333
99       CACM-1383         N         0.0202         0.3333
100       CACM-1392         N         0.0200         0.3333

P@5: 0.0
P@20: 0.0

******************* End of query 3 ***************************

Query ID: 4
Rank      DocID       Relevance    Precision       Recall
1       CACM-2844         N         0.0000         0.0000
2       CACM-3043         R         0.5000         0.0833
3       CACM-1943         N         0.3333         0.0833
4       CACM-2377         N         0.2500         0.0833
5       CACM-2895         N         0.2000         0.0833
6       CACM-2342         N         0.1667         0.0833
7       CACM-3128         R         0.2857         0.1667
8       CACM-0483         N         0.2500         0.1667
9       CACM-3103         N         0.2222         0.1667
10       CACM-2939         N         0.2000         0.1667
11       CACM-2439         N         0.1818         0.1667
12       CACM-1014         N         0.1667         0.1667
13       CACM-3141         N         0.1538         0.1667
14       CACM-2519         N         0.1429         0.1667
15       CACM-2958         N         0.1333         0.1667
16       CACM-2870         N         0.1250         0.1667
17       CACM-1458         N         0.1176         0.1667
18       CACM-2932         N         0.1111         0.1667
19       CACM-0409         N         0.1053         0.1667
20       CACM-2848         N         0.1000         0.1667
21       CACM-0084         N         0.0952         0.1667
22       CACM-2742         N         0.0909         0.1667
23       CACM-3148         N         0.0870         0.1667
24       CACM-2721         N         0.0833         0.1667
25       CACM-1536         N         0.0800         0.1667
26       CACM-0403         N         0.0769         0.1667
27       CACM-3082         R         0.1111         0.2500
28       CACM-1567         N         0.1071         0.2500
29       CACM-2371         R         0.1379         0.3333
30       CACM-2900         N         0.1333         0.3333
31       CACM-1135         N         0.1290         0.3333
32       CACM-0069         N         0.1250         0.3333
33       CACM-3049         N         0.1212         0.3333
34       CACM-1391         N         0.1176         0.3333
35       CACM-2969         N         0.1143         0.3333
36       CACM-1248         N         0.1111         0.3333
37       CACM-3137         N         0.1081         0.3333
38       CACM-1399         N         0.1053         0.3333
39       CACM-1601         N         0.1026         0.3333
40       CACM-1473         N         0.1000         0.3333
41       CACM-0303         N         0.0976         0.3333
42       CACM-1272         N         0.0952         0.3333
43       CACM-0253         N         0.0930         0.3333
44       CACM-2940         N         0.0909         0.3333
45       CACM-1846         N         0.0889         0.3333
46       CACM-2626         N         0.0870         0.3333
47       CACM-3013         N         0.0851         0.3333
48       CACM-2684         N         0.0833         0.3333
49       CACM-1180         N         0.0816         0.3333
50       CACM-2619         N         0.0800         0.3333
51       CACM-1527         N         0.0784         0.3333
52       CACM-1199         N         0.0769         0.3333
53       CACM-2632         N         0.0755         0.3333
54       CACM-2931         N         0.0741         0.3333
55       CACM-3018         N         0.0727         0.3333
56       CACM-3188         N         0.0714         0.3333
57       CACM-2578         N         0.0702         0.3333
58       CACM-1623         N         0.0690         0.3333
59       CACM-1083         N         0.0678         0.3333
60       CACM-1610         N         0.0667         0.3333
61       CACM-2096         N         0.0656         0.3333
62       CACM-0949         N         0.0645         0.3333
63       CACM-1387         N         0.0635         0.3333
64       CACM-0124         N         0.0625         0.3333
65       CACM-2196         N         0.0615         0.3333
66       CACM-0435         N         0.0606         0.3333
67       CACM-3108         N         0.0597         0.3333
68       CACM-1369         N         0.0588         0.3333
69       CACM-3105         N         0.0580         0.3333
70       CACM-2905         N         0.0571         0.3333
71       CACM-1604         N         0.0563         0.3333
72       CACM-2805         N         0.0556         0.3333
73       CACM-1198         N         0.0548         0.3333
74       CACM-1353         N         0.0541         0.3333
75       CACM-1362         N         0.0533         0.3333
76       CACM-3056         N         0.0526         0.3333
77       CACM-0761         N         0.0519         0.3333
78       CACM-1323         N         0.0513         0.3333
79       CACM-1001         N         0.0506         0.3333
80       CACM-0282         N         0.0500         0.3333
81       CACM-2195         N         0.0494         0.3333
82       CACM-1237         N         0.0488         0.3333
83       CACM-2150         N         0.0482         0.3333
84       CACM-1398         N         0.0476         0.3333
85       CACM-2501         N         0.0471         0.3333
86       CACM-2170         N         0.0465         0.3333
87       CACM-1534         N         0.0460         0.3333
88       CACM-1233         N         0.0455         0.3333
89       CACM-2920         N         0.0449         0.3333
90       CACM-1145         N         0.0444         0.3333
91       CACM-2554         N         0.0440         0.3333
92       CACM-1224         N         0.0435         0.3333
93       CACM-1529         N         0.0430         0.3333
94       CACM-2949         N         0.0426         0.3333
95       CACM-1829         N         0.0421         0.3333
96       CACM-1253         N         0.0417         0.3333
97       CACM-1563         N         0.0412         0.3333
98       CACM-1196         N         0.0408         0.3333
99       CACM-2666         N         0.0404         0.3333
100       CACM-1550         N         0.0400         0.3333

P@5: 0.2
P@20: 0.1

******************* End of query 4 ***************************

Query ID: 5
Rank      DocID       Relevance    Precision       Recall
1       CACM-1435         N         0.0000         0.0000
2       CACM-2035         R         0.5000         0.1250
3       CACM-2003         N         0.3333         0.1250
4       CACM-0023         N         0.2500         0.1250
5       CACM-2321         N         0.2000         0.1250
6       CACM-1188         N         0.1667         0.1250
7       CACM-1923         N         0.1429         0.1250
8       CACM-1829         N         0.1250         0.1250
9       CACM-1392         N         0.1111         0.1250
10       CACM-1742         N         0.1000         0.1250
11       CACM-1502         R         0.1818         0.2500
12       CACM-1053         N         0.1667         0.2500
13       CACM-3144         N         0.1538         0.2500
14       CACM-1960         N         0.1429         0.2500
15       CACM-2629         N         0.1333         0.2500
16       CACM-0493         N         0.1250         0.2500
17       CACM-3190         N         0.1176         0.2500
18       CACM-2812         N         0.1111         0.2500
19       CACM-3147         N         0.1053         0.2500
20       CACM-3137         N         0.1000         0.2500
21       CACM-2145         N         0.0952         0.2500
22       CACM-2078         N         0.0909         0.2500
23       CACM-2399         R         0.1304         0.3750
24       CACM-1101         N         0.1250         0.3750
25       CACM-2960         N         0.1200         0.3750
26       CACM-0251         N         0.1154         0.3750
27       CACM-1698         N         0.1111         0.3750
28       CACM-2738         N         0.1071         0.3750
29       CACM-2607         N         0.1034         0.3750
30       CACM-2271         N         0.1000         0.3750
31       CACM-1395         N         0.0968         0.3750
32       CACM-2357         N         0.0938         0.3750
33       CACM-0892         N         0.0909         0.3750
34       CACM-1605         N         0.0882         0.3750
35       CACM-1747         N         0.0857         0.3750
36       CACM-0173         N         0.0833         0.3750
37       CACM-3174         N         0.0811         0.3750
38       CACM-2169         N         0.0789         0.3750
39       CACM-1534         N         0.0769         0.3750
40       CACM-2782         N         0.0750         0.3750
41       CACM-2299         R         0.0976         0.5000
42       CACM-1764         N         0.0952         0.5000
43       CACM-2756         N         0.0930         0.5000
44       CACM-0400         N         0.0909         0.5000
45       CACM-1252         N         0.0889         0.5000
46       CACM-2980         N         0.0870         0.5000
47       CACM-2718         N         0.0851         0.5000
48       CACM-2188         N         0.0833         0.5000
49       CACM-1396         N         0.0816         0.5000
50       CACM-2841         N         0.0800         0.5000
51       CACM-0063         N         0.0784         0.5000
52       CACM-3025         N         0.0769         0.5000
53       CACM-0946         N         0.0755         0.5000
54       CACM-2379         N         0.0741         0.5000
55       CACM-1682         N         0.0727         0.5000
56       CACM-2860         N         0.0714         0.5000
57       CACM-1281         N         0.0702         0.5000
58       CACM-2105         N         0.0690         0.5000
59       CACM-2753         N         0.0678         0.5000
60       CACM-2267         N         0.0667         0.5000
61       CACM-1750         N         0.0656         0.5000
62       CACM-1937         N         0.0645         0.5000
63       CACM-2155         N         0.0635         0.5000
64       CACM-1314         N         0.0625         0.5000
65       CACM-1671         N         0.0615         0.5000
66       CACM-2389         N         0.0606         0.5000
67       CACM-2322         N         0.0597         0.5000
68       CACM-1465         N         0.0588         0.5000
69       CACM-1571         N         0.0580         0.5000
70       CACM-2522         N         0.0571         0.5000
71       CACM-2541         N         0.0563         0.5000
72       CACM-1272         N         0.0556         0.5000
73       CACM-0679         N         0.0548         0.5000
74       CACM-2502         N         0.0541         0.5000
75       CACM-1503         N         0.0533         0.5000
76       CACM-2626         N         0.0526         0.5000
77       CACM-0799         N         0.0519         0.5000
78       CACM-0529         N         0.0513         0.5000
79       CACM-0409         N         0.0506         0.5000
80       CACM-2645         N         0.0500         0.5000
81       CACM-2868         N         0.0494         0.5000
82       CACM-3050         N         0.0488         0.5000
83       CACM-0695         N         0.0482         0.5000
84       CACM-2542         N         0.0476         0.5000
85       CACM-2716         N         0.0471         0.5000
86       CACM-2786         N         0.0465         0.5000
87       CACM-0371         N         0.0460         0.5000
88       CACM-2469         N         0.0455         0.5000
89       CACM-3183         N         0.0449         0.5000
90       CACM-2950         N         0.0444         0.5000
91       CACM-2138         N         0.0440         0.5000
92       CACM-2873         N         0.0435         0.5000
93       CACM-1646         N         0.0430         0.5000
94       CACM-3012         N         0.0426         0.5000
95       CACM-1194         N         0.0421         0.5000
96       CACM-2709         N         0.0417         0.5000
97       CACM-2106         N         0.0412         0.5000
98       CACM-3102         N         0.0408         0.5000
99       CACM-1699         N         0.0404         0.5000
100       CACM-1116         N         0.0400         0.5000

P@5: 0.2
P@20: 0.1

******************* End of query 5 ***************************

Query ID: 6
Rank      DocID       Relevance    Precision       Recall
1       CACM-2826         N         0.0000         0.0000
2       CACM-3035         N         0.0000         0.0000
3       CACM-3198         N         0.0000         0.0000
4       CACM-2721         N         0.0000         0.0000
5       CACM-1009         N         0.0000         0.0000
6       CACM-2671         N         0.0000         0.0000
7       CACM-2828         R         0.1429         0.3333
8       CACM-1014         N         0.1250         0.3333
9       CACM-3185         N         0.1111         0.3333
10       CACM-1341         N         0.1000         0.3333
11       CACM-1543         R         0.1818         0.6667
12       CACM-0605         N         0.1667         0.6667
13       CACM-0242         N         0.1538         0.6667
14       CACM-1867         N         0.1429         0.6667
15       CACM-2230         N         0.1333         0.6667
16       CACM-2389         N         0.1250         0.6667
17       CACM-0695         N         0.1176         0.6667
18       CACM-0492         N         0.1111         0.6667
19       CACM-1634         N         0.1053         0.6667
20       CACM-2707         N         0.1000         0.6667
21       CACM-1353         N         0.0952         0.6667
22       CACM-2078         R         0.1364         1.0000
23       CACM-2187         N         0.1304         1.0000
24       CACM-2931         N         0.1250         1.0000
25       CACM-1365         N         0.1200         1.0000
26       CACM-1458         N         0.1154         1.0000
27       CACM-1148         N         0.1111         1.0000
28       CACM-1623         N         0.1071         1.0000
29       CACM-0670         N         0.1034         1.0000
30       CACM-0248         N         0.1000         1.0000
31       CACM-1233         N         0.0968         1.0000
32       CACM-2753         N         0.0938         1.0000
33       CACM-0435         N         0.0909         1.0000
34       CACM-0697         N         0.0882         1.0000
35       CACM-1877         N         0.0857         1.0000
36       CACM-0531         N         0.0833         1.0000
37       CACM-1305         N         0.0811         1.0000
38       CACM-2264         N         0.0789         1.0000
39       CACM-1383         N         0.0769         1.0000
40       CACM-2841         N         0.0750         1.0000
41       CACM-1397         N         0.0732         1.0000
42       CACM-2834         N         0.0714         1.0000
43       CACM-1387         N         0.0698         1.0000
44       CACM-0963         N         0.0682         1.0000
45       CACM-1234         N         0.0667         1.0000
46       CACM-1382         N         0.0652         1.0000
47       CACM-1199         N         0.0638         1.0000
48       CACM-1046         N         0.0625         1.0000
49       CACM-0417         N         0.0612         1.0000
50       CACM-2216         N         0.0600         1.0000
51       CACM-2916         N         0.0588         1.0000
52       CACM-2810         N         0.0577         1.0000
53       CACM-3034         N         0.0566         1.0000
54       CACM-1001         N         0.0556         1.0000
55       CACM-2417         N         0.0545         1.0000
56       CACM-1314         N         0.0536         1.0000
57       CACM-0216         N         0.0526         1.0000
58       CACM-0854         N         0.0517         1.0000
59       CACM-2176         N         0.0508         1.0000
60       CACM-0236         N         0.0500         1.0000
61       CACM-2195         N         0.0492         1.0000
62       CACM-2836         N         0.0484         1.0000
63       CACM-1445         N         0.0476         1.0000
64       CACM-1443         N         0.0469         1.0000
65       CACM-1664         N         0.0462         1.0000
66       CACM-2930         N         0.0455         1.0000
67       CACM-2163         N         0.0448         1.0000
68       CACM-1531         N         0.0441         1.0000
69       CACM-2805         N         0.0435         1.0000
70       CACM-0671         N         0.0429         1.0000
71       CACM-1184         N         0.0423         1.0000
72       CACM-1534         N         0.0417         1.0000
73       CACM-2780         N         0.0411         1.0000
74       CACM-1473         N         0.0405         1.0000
75       CACM-0962         N         0.0400         1.0000
76       CACM-1171         N         0.0395         1.0000
77       CACM-1186         N         0.0390         1.0000
78       CACM-1533         N         0.0385         1.0000
79       CACM-1325         N         0.0380         1.0000
80       CACM-0303         N         0.0375         1.0000
81       CACM-3135         N         0.0370         1.0000
82       CACM-2572         N         0.0366         1.0000
83       CACM-3150         N         0.0361         1.0000
84       CACM-3190         N         0.0357         1.0000
85       CACM-1346         N         0.0353         1.0000
86       CACM-1625         N         0.0349         1.0000
87       CACM-3080         N         0.0345         1.0000
88       CACM-3188         N         0.0341         1.0000
89       CACM-2167         N         0.0337         1.0000
90       CACM-2751         N         0.0333         1.0000
91       CACM-0530         N         0.0330         1.0000
92       CACM-1885         N         0.0326         1.0000
93       CACM-3086         N         0.0323         1.0000
94       CACM-2873         N         0.0319         1.0000
95       CACM-2486         N         0.0316         1.0000
96       CACM-1727         N         0.0312         1.0000
97       CACM-1503         N         0.0309         1.0000
98       CACM-2166         N         0.0306         1.0000
99       CACM-0086         N         0.0303         1.0000
100       CACM-0730         N         0.0300         1.0000

P@5: 0.0
P@20: 0.1

******************* End of query 6 ***************************

Query ID: 7
Rank      DocID       Relevance    Precision       Recall
1       CACM-3043         R         1.0000         0.0357
2       CACM-0371         N         0.5000         0.0357
3       CACM-2325         N         0.3333         0.0357
4       CACM-1553         N         0.2500         0.0357
5       CACM-2903         N         0.2000         0.0357
6       CACM-3141         R         0.3333         0.0714
7       CACM-0270         N         0.2857         0.0714
8       CACM-1551         N         0.2500         0.0714
9       CACM-3104         N         0.2222         0.0714
10       CACM-3148         R         0.3000         0.1071
11       CACM-2950         N         0.2727         0.1071
12       CACM-1243         N         0.2500         0.1071
13       CACM-2912         R         0.3077         0.1429
14       CACM-2226         N         0.2857         0.1429
15       CACM-3128         R         0.3333         0.1786
16       CACM-1660         N         0.3125         0.1786
17       CACM-1952         N         0.2941         0.1786
18       CACM-2884         N         0.2778         0.1786
19       CACM-2342         R         0.3158         0.2143
20       CACM-2949         N         0.3000         0.2143
21       CACM-3006         N         0.2857         0.2143
22       CACM-2376         R         0.3182         0.2500
23       CACM-0804         N         0.3043         0.2500
24       CACM-3170         N         0.2917         0.2500
25       CACM-2865         R         0.3200         0.2857
26       CACM-0069         N         0.3077         0.2857
27       CACM-2007         N         0.2963         0.2857
28       CACM-3014         N         0.2857         0.2857
29       CACM-2871         N         0.2759         0.2857
30       CACM-2326         N         0.2667         0.2857
31       CACM-1623         N         0.2581         0.2857
32       CACM-3028         N         0.2500         0.2857
33       CACM-2578         R         0.2727         0.3214
34       CACM-3137         N         0.2647         0.3214
35       CACM-1397         N         0.2571         0.3214
36       CACM-1771         N         0.2500         0.3214
37       CACM-3166         N         0.2432         0.3214
38       CACM-1854         N         0.2368         0.3214
39       CACM-1796         N         0.2308         0.3214
40       CACM-2111         N         0.2250         0.3214
41       CACM-0046         N         0.2195         0.3214
42       CACM-1338         R         0.2381         0.3571
43       CACM-2283         N         0.2326         0.3571
44       CACM-2417         N         0.2273         0.3571
45       CACM-2630         N         0.2222         0.3571
