Query ID: 1
Rank      DocID       Relevance    Precision       Recall
88       CACM-3012         N         0.0227         0.4000
89       CACM-1540         N         0.0225         0.4000
90       CACM-1030         N         0.0222         0.4000
91       CACM-1827         N         0.0220         0.4000
92       CACM-1163         N         0.0217         0.4000
93       CACM-1959         N         0.0215         0.4000
94       CACM-2948         N         0.0213         0.4000
95       CACM-1247         N         0.0211         0.4000
96       CACM-3087         N         0.0208         0.4000
97       CACM-0052         N         0.0206         0.4000
98       CACM-2666         N         0.0204         0.4000
99       CACM-2153         N         0.0202         0.4000
100       CACM-0637         N         0.0200         0.4000

P@5: 0.0
P@20: 0.0

******************* End of query 1 ***************************

Query ID: 2
Rank      DocID       Relevance    Precision       Recall
1       CACM-0204         N         0.0000         0.0000
2       CACM-0526         N         0.0000         0.0000
3       CACM-0408         N         0.0000         0.0000
4       CACM-0372         N         0.0000         0.0000
5       CACM-0394         N         0.0000         0.0000
6       CACM-0853         N         0.0000         0.0000
7       CACM-1105         N         0.0000         0.0000
8       CACM-2250         N         0.0000         0.0000
9       CACM-0171         N         0.0000         0.0000
10       CACM-0002         N         0.0000         0.0000
11       CACM-0798         N         0.0000         0.0000
12       CACM-2352         N         0.0000         0.0000
13       CACM-1606         N         0.0000         0.0000
14       CACM-2100         N         0.0000         0.0000
15       CACM-1931         N         0.0000         0.0000
16       CACM-0391         N         0.0000         0.0000
17       CACM-1139         N         0.0000         0.0000
18       CACM-1702         N         0.0000         0.0000
19       CACM-0246         N         0.0000         0.0000
20       CACM-0047         N         0.0000         0.0000
21       CACM-2039         N         0.0000         0.0000
22       CACM-0626         N         0.0000         0.0000
23       CACM-2713         N         0.0000         0.0000
24       CACM-0210         N         0.0000         0.0000
25       CACM-1136         N         0.0000         0.0000
26       CACM-1990         N         0.0000         0.0000
27       CACM-0648         N         0.0000         0.0000
28       CACM-0749         N         0.0000         0.0000
29       CACM-0760         N         0.0000         0.0000
30       CACM-3129         N         0.0000         0.0000
31       CACM-2422         N         0.0000         0.0000
32       CACM-0108         N         0.0000         0.0000
33       CACM-1343         N         0.0000         0.0000
34       CACM-1977         N         0.0000         0.0000
35       CACM-0407         N         0.0000         0.0000
36       CACM-1941         N         0.0000         0.0000
37       CACM-3078         R         0.0270         0.3333
38       CACM-0363         N         0.0263         0.3333
39       CACM-1619         N         0.0256         0.3333
40       CACM-2392         N         0.0250         0.3333
41       CACM-2473         N         0.0244         0.3333
42       CACM-1519         N         0.0238         0.3333
43       CACM-1057         N         0.0233         0.3333
44       CACM-1138         N         0.0227         0.3333
45       CACM-1821         N         0.0222         0.3333
46       CACM-2735         N         0.0217         0.3333
47       CACM-3028         N         0.0213         0.3333
48       CACM-1994         N         0.0208         0.3333
49       CACM-2472         N         0.0204         0.3333
50       CACM-2143         N         0.0200         0.3333
51       CACM-0043         N         0.0196         0.3333
52       CACM-0225         N         0.0192         0.3333
53       CACM-0967         N         0.0189         0.3333
54       CACM-1243         N         0.0185         0.3333
55       CACM-0820         N         0.0182         0.3333
56       CACM-1140         N         0.0179         0.3333
57       CACM-1881         N         0.0175         0.3333
58       CACM-0857         N         0.0172         0.3333
59       CACM-2976         N         0.0169         0.3333
60       CACM-0872         N         0.0167         0.3333
61       CACM-0890         N         0.0164         0.3333
62       CACM-1096         N         0.0161         0.3333
63       CACM-1981         N         0.0159         0.3333
64       CACM-2440         N         0.0156         0.3333
65       CACM-0563         N         0.0154         0.3333
66       CACM-0569         N         0.0152         0.3333
67       CACM-0740         N         0.0149         0.3333
68       CACM-2933         N         0.0147         0.3333
69       CACM-1062         N         0.0145         0.3333
70       CACM-0018         N         0.0143         0.3333
71       CACM-0200         N         0.0141         0.3333
72       CACM-0201         N         0.0139         0.3333
73       CACM-0584         N         0.0137         0.3333
74       CACM-0880         N         0.0135         0.3333
75       CACM-1582         N         0.0133         0.3333
76       CACM-1104         N         0.0132         0.3333
77       CACM-1131         N         0.0130         0.3333
78       CACM-2917         N         0.0128         0.3333
79       CACM-3034         N         0.0127         0.3333
80       CACM-0290         N         0.0125         0.3333
81       CACM-0459         N         0.0123         0.3333
82       CACM-0998         N         0.0122         0.3333
83       CACM-2638         N         0.0120         0.3333
84       CACM-0881         N         0.0119         0.3333
85       CACM-1190         N         0.0118         0.3333
86       CACM-1378         N         0.0116         0.3333
87       CACM-2577         N         0.0115         0.3333
88       CACM-2663         N         0.0114         0.3333
89       CACM-1488         N         0.0112         0.3333
90       CACM-0388         N         0.0111         0.3333
91       CACM-0401         N         0.0110         0.3333
92       CACM-1152         N         0.0109         0.3333
93       CACM-0188         N         0.0108         0.3333
94       CACM-0452         N         0.0106         0.3333
95       CACM-0879         N         0.0105         0.3333
96       CACM-1371         N         0.0104         0.3333
97       CACM-1574         N         0.0103         0.3333
98       CACM-1575         N         0.0102         0.3333
99       CACM-1580         N         0.0101         0.3333
100       CACM-1583         N         0.0100         0.3333

P@5: 0.0
P@20: 0.0

******************* End of query 2 ***************************

Query ID: 3
Rank      DocID       Relevance    Precision       Recall
1       CACM-2603         N         0.0000         0.0000
2       CACM-2316         N         0.0000         0.0000
3       CACM-0249         N         0.0000         0.0000
4       CACM-1138         N         0.0000         0.0000
5       CACM-1098         N         0.0000         0.0000
6       CACM-0463         N         0.0000         0.0000
7       CACM-1142         N         0.0000         0.0000
8       CACM-1366         N         0.0000         0.0000
9       CACM-2295         N         0.0000         0.0000
10       CACM-2411         N         0.0000         0.0000
11       CACM-2814         N         0.0000         0.0000
12       CACM-1678         N         0.0000         0.0000
13       CACM-0205         N         0.0000         0.0000
14       CACM-1306         N         0.0000         0.0000
15       CACM-1466         N         0.0000         0.0000
16       CACM-0303         N         0.0000         0.0000
17       CACM-1383         N         0.0000         0.0000
18       CACM-0651         N         0.0000         0.0000
19       CACM-2317         N         0.0000         0.0000
20       CACM-1196         N         0.0000         0.0000
21       CACM-0100         N         0.0000         0.0000
22       CACM-2705         N         0.0000         0.0000
23       CACM-1459         N         0.0000         0.0000
24       CACM-0059         N         0.0000         0.0000
25       CACM-0762         N         0.0000         0.0000
26       CACM-0920         N         0.0000         0.0000
27       CACM-2551         N         0.0000         0.0000
28       CACM-0857         N         0.0000         0.0000
29       CACM-1496         N         0.0000         0.0000
30       CACM-1533         N         0.0000         0.0000
31       CACM-1703         N         0.0000         0.0000
32       CACM-1457         N         0.0000         0.0000
33       CACM-0086         N         0.0000         0.0000
34       CACM-1007         N         0.0000         0.0000
35       CACM-1360         N         0.0000         0.0000
36       CACM-1787         N         0.0000         0.0000
37       CACM-1102         N         0.0000         0.0000
38       CACM-1484         N         0.0000         0.0000
39       CACM-2886         N         0.0000         0.0000
40       CACM-1365         N         0.0000         0.0000
41       CACM-3148         N         0.0000         0.0000
42       CACM-0464         N         0.0000         0.0000
43       CACM-1467         N         0.0000         0.0000
44       CACM-2254         N         0.0000         0.0000
45       CACM-0070         N         0.0000         0.0000
46       CACM-0084         N         0.0000         0.0000
47       CACM-2326         N         0.0000         0.0000
48       CACM-1387         N         0.0000         0.0000
49       CACM-0605         N         0.0000         0.0000
50       CACM-0596         N         0.0000         0.0000
51       CACM-2864         N         0.0000         0.0000
52       CACM-0637         N         0.0000         0.0000
53       CACM-2659         N         0.0000         0.0000
54       CACM-0854         N         0.0000         0.0000
55       CACM-3135         N         0.0000         0.0000
56       CACM-2658         N         0.0000         0.0000
57       CACM-3056         N         0.0000         0.0000
58       CACM-2652         N         0.0000         0.0000
59       CACM-1572         N         0.0000         0.0000
60       CACM-1916         N         0.0000         0.0000
61       CACM-1206         N         0.0000         0.0000
62       CACM-1111         N         0.0000         0.0000
63       CACM-2867         N         0.0000         0.0000
64       CACM-1198         N         0.0000         0.0000
65       CACM-1135         N         0.0000         0.0000
66       CACM-1386         N         0.0000         0.0000
67       CACM-1834         N         0.0000         0.0000
68       CACM-2264         N         0.0000         0.0000
69       CACM-2875         N         0.0000         0.0000
70       CACM-1267         N         0.0000         0.0000
71       CACM-2782         N         0.0000         0.0000
72       CACM-1565         N         0.0000         0.0000
73       CACM-1473         N         0.0000         0.0000
74       CACM-2112         N         0.0000         0.0000
75       CACM-2494         N         0.0000         0.0000
76       CACM-3080         N         0.0000         0.0000
77       CACM-2932         N         0.0000         0.0000
78       CACM-1251         N         0.0000         0.0000
79       CACM-2989         N         0.0000         0.0000
80       CACM-1852         N         0.0000         0.0000
81       CACM-0367         N         0.0000         0.0000
82       CACM-1807         R         0.0122         0.1667
83       CACM-2645         N         0.0120         0.1667
84       CACM-3150         N         0.0119         0.1667
85       CACM-1650         N         0.0118         0.1667
86       CACM-1305         N         0.0116         0.1667
87       CACM-1482         N         0.0115         0.1667
88       CACM-1485         N         0.0114         0.1667
89       CACM-3003         N         0.0112         0.1667
90       CACM-2305         N         0.0111         0.1667
91       CACM-2808         N         0.0110         0.1667
92       CACM-2887         N         0.0109         0.1667
93       CACM-1728         N         0.0108         0.1667
94       CACM-2956         N         0.0106         0.1667
95       CACM-1185         N         0.0105         0.1667
96       CACM-1474         N         0.0104         0.1667
97       CACM-2291         N         0.0103         0.1667
98       CACM-2990         N         0.0102         0.1667
99       CACM-0248         N         0.0101         0.1667
100       CACM-1570         N         0.0100         0.1667

P@5: 0.0
P@20: 0.0

******************* End of query 3 ***************************

Query ID: 4
Rank      DocID       Relevance    Precision       Recall
1       CACM-0084         N         0.0000         0.0000
2       CACM-1014         N         0.0000         0.0000
3       CACM-1473         N         0.0000         0.0000
4       CACM-1196         N         0.0000         0.0000
5       CACM-1567         N         0.0000         0.0000
6       CACM-2895         N         0.0000         0.0000
7       CACM-0086         N         0.0000         0.0000
8       CACM-2805         N         0.0000         0.0000
9       CACM-1383         N         0.0000         0.0000
10       CACM-1233         N         0.0000         0.0000
11       CACM-0303         N         0.0000         0.0000
12       CACM-1536         N         0.0000         0.0000
13       CACM-2932         N         0.0000         0.0000
14       CACM-2554         N         0.0000         0.0000
15       CACM-2195         N         0.0000         0.0000
16       CACM-1182         N         0.0000         0.0000
17       CACM-1391         N         0.0000         0.0000
18       CACM-2619         N         0.0000         0.0000
19       CACM-0070         N         0.0000         0.0000
20       CACM-2738         N         0.0000         0.0000
21       CACM-0059         N         0.0000         0.0000
22       CACM-3080         N         0.0000         0.0000
23       CACM-2956         N         0.0000         0.0000
24       CACM-1325         N         0.0000         0.0000
25       CACM-0761         N         0.0000         0.0000
26       CACM-1083         N         0.0000         0.0000
27       CACM-1563         N         0.0000         0.0000
28       CACM-3108         N         0.0000         0.0000
29       CACM-1001         N         0.0000         0.0000
30       CACM-1199         N         0.0000         0.0000
31       CACM-1610         N         0.0000         0.0000
32       CACM-1387         N         0.0000         0.0000
33       CACM-3013         N         0.0000         0.0000
34       CACM-1237         N         0.0000         0.0000
35       CACM-2916         N         0.0000         0.0000
36       CACM-1111         N         0.0000         0.0000
37       CACM-1550         N         0.0000         0.0000
38       CACM-1346         N         0.0000         0.0000
39       CACM-1362         N         0.0000         0.0000
40       CACM-2841         N         0.0000         0.0000
41       CACM-1395         N         0.0000         0.0000
42       CACM-1421         N         0.0000         0.0000
43       CACM-1708         N         0.0000         0.0000
44       CACM-0615         N         0.0000         0.0000
45       CACM-1877         N         0.0000         0.0000
46       CACM-1529         N         0.0000         0.0000
47       CACM-0248         N         0.0000         0.0000
48       CACM-2196         N         0.0000         0.0000
49       CACM-1572         N         0.0000         0.0000
50       CACM-3135         N         0.0000         0.0000
51       CACM-1398         N         0.0000         0.0000
52       CACM-0949         N         0.0000         0.0000
53       CACM-2572         N         0.0000         0.0000
54       CACM-1353         N         0.0000         0.0000
55       CACM-3048         N         0.0000         0.0000
56       CACM-1171         N         0.0000         0.0000
57       CACM-2310         N         0.0000         0.0000
58       CACM-2721         N         0.0000         0.0000
59       CACM-2977         N         0.0000         0.0000
60       CACM-1534         N         0.0000         0.0000
61       CACM-1366         N         0.0000         0.0000
62       CACM-1727         N         0.0000         0.0000
63       CACM-1445         N         0.0000         0.0000
64       CACM-2264         N         0.0000         0.0000
65       CACM-0854         N         0.0000         0.0000
66       CACM-2883         N         0.0000         0.0000
67       CACM-0694         N         0.0000         0.0000
68       CACM-2216         N         0.0000         0.0000
69       CACM-1533         N         0.0000         0.0000
70       CACM-3034         N         0.0000         0.0000
71       CACM-2864         N         0.0000         0.0000
72       CACM-1248         N         0.0000         0.0000
73       CACM-2546         N         0.0000         0.0000
74       CACM-0464         N         0.0000         0.0000
75       CACM-2560         N         0.0000         0.0000
76       CACM-0724         N         0.0000         0.0000
77       CACM-1326         N         0.0000         0.0000
78       CACM-1628         N         0.0000         0.0000
79       CACM-2439         N         0.0000         0.0000
80       CACM-0730         N         0.0000         0.0000
81       CACM-1404         N         0.0000         0.0000
82       CACM-0236         N         0.0000         0.0000
83       CACM-3153         N         0.0000         0.0000
84       CACM-0695         N         0.0000         0.0000
85       CACM-1429         N         0.0000         0.0000
86       CACM-1637         N         0.0000         0.0000
87       CACM-1961         N         0.0000         0.0000
88       CACM-1650         N         0.0000         0.0000
89       CACM-0962         N         0.0000         0.0000
90       CACM-1614         N         0.0000         0.0000
91       CACM-1653         N         0.0000         0.0000
92       CACM-2846         N         0.0000         0.0000
93       CACM-3200         N         0.0000         0.0000
94       CACM-2990         N         0.0000         0.0000
95       CACM-1623         N         0.0000         0.0000
96       CACM-0671         N         0.0000         0.0000
97       CACM-1272         N         0.0000         0.0000
98       CACM-0536         N         0.0000         0.0000
99       CACM-0676         N         0.0000         0.0000
100       CACM-2978         N         0.0000         0.0000

P@5: 0.0
P@20: 0.0

******************* End of query 4 ***************************

Query ID: 5
Rank      DocID       Relevance    Precision       Recall
1       CACM-1435         N         0.0000         0.0000
2       CACM-2003         N         0.0000         0.0000
3       CACM-1188         N         0.0000         0.0000
4       CACM-1392         N         0.0000         0.0000
5       CACM-3190         N         0.0000         0.0000
6       CACM-0493         N         0.0000         0.0000
7       CACM-3137         N         0.0000         0.0000
8       CACM-2738         N         0.0000         0.0000
9       CACM-2607         N         0.0000         0.0000
10       CACM-1101         N         0.0000         0.0000
11       CACM-2812         N         0.0000         0.0000
12       CACM-1534         N         0.0000         0.0000
13       CACM-2145         N         0.0000         0.0000
14       CACM-1960         N         0.0000         0.0000
15       CACM-2389         N         0.0000         0.0000
16       CACM-2841         N         0.0000         0.0000
17       CACM-0671         N         0.0000         0.0000
18       CACM-2267         N         0.0000         0.0000
19       CACM-3025         N         0.0000         0.0000
20       CACM-3174         N         0.0000         0.0000
21       CACM-2078         N         0.0000         0.0000
22       CACM-2188         N         0.0000         0.0000
23       CACM-1395         N         0.0000         0.0000
24       CACM-2756         N         0.0000         0.0000
25       CACM-0695         N         0.0000         0.0000
26       CACM-3147         N         0.0000         0.0000
27       CACM-0371         N         0.0000         0.0000
28       CACM-1314         N         0.0000         0.0000
29       CACM-0086         N         0.0000         0.0000
30       CACM-1053         N         0.0000         0.0000
31       CACM-1503         N         0.0000         0.0000
32       CACM-0111         N         0.0000         0.0000
33       CACM-1194         N         0.0000         0.0000
34       CACM-1750         N         0.0000         0.0000
35       CACM-0116         N         0.0000         0.0000
36       CACM-0063         N         0.0000         0.0000
37       CACM-1829         N         0.0000         0.0000
38       CACM-2709         N         0.0000         0.0000
39       CACM-2868         N         0.0000         0.0000
40       CACM-2379         N         0.0000         0.0000
41       CACM-1206         N         0.0000         0.0000
42       CACM-1764         N         0.0000         0.0000
43       CACM-1252         N         0.0000         0.0000
44       CACM-1698         N         0.0000         0.0000
45       CACM-3183         N         0.0000         0.0000
46       CACM-3198         N         0.0000         0.0000
47       CACM-1747         N         0.0000         0.0000
48       CACM-2541         N         0.0000         0.0000
49       CACM-3050         N         0.0000         0.0000
50       CACM-1724         N         0.0000         0.0000
51       CACM-2163         N         0.0000         0.0000
52       CACM-2753         N         0.0000         0.0000
53       CACM-0409         N         0.0000         0.0000
54       CACM-2616         N         0.0000         0.0000
55       CACM-2860         N         0.0000         0.0000
56       CACM-1116         N         0.0000         0.0000
57       CACM-1358         N         0.0000         0.0000
58       CACM-2626         N         0.0000         0.0000
59       CACM-3170         N         0.0000         0.0000
60       CACM-2271         N         0.0000         0.0000
61       CACM-0694         N         0.0000         0.0000
62       CACM-1742         N         0.0000         0.0000
63       CACM-0008         N         0.0000         0.0000
64       CACM-0077         N         0.0000         0.0000
65       CACM-2782         N         0.0000         0.0000
66       CACM-3023         N         0.0000         0.0000
67       CACM-2751         N         0.0000         0.0000
68       CACM-2322         N         0.0000         0.0000
69       CACM-1396         N         0.0000         0.0000
70       CACM-2105         N         0.0000         0.0000
71       CACM-0276         N         0.0000         0.0000
72       CACM-1502         R         0.0139         0.1250
73       CACM-3119         N         0.0137         0.1250
74       CACM-1553         N         0.0135         0.1250
75       CACM-2780         N         0.0133         0.1250
76       CACM-1605         N         0.0132         0.1250
77       CACM-1748         N         0.0130         0.1250
78       CACM-0236         N         0.0128         0.1250
79       CACM-2367         N         0.0127         0.1250
80       CACM-0059         N         0.0125         0.1250
81       CACM-1671         N         0.0123         0.1250
82       CACM-2181         N         0.0122         0.1250
83       CACM-1533         N         0.0120         0.1250
84       CACM-2718         N         0.0119         0.1250
85       CACM-1738         N         0.0118         0.1250
86       CACM-1382         N         0.0116         0.1250
87       CACM-0799         N         0.0115         0.1250
88       CACM-3012         N         0.0114         0.1250
89       CACM-1653         N         0.0112         0.1250
90       CACM-2572         N         0.0111         0.1250
91       CACM-3020         N         0.0110         0.1250
92       CACM-0963         N         0.0109         0.1250
93       CACM-2874         N         0.0108         0.1250
94       CACM-1001         N         0.0106         0.1250
95       CACM-1463         N         0.0105         0.1250
96       CACM-1628         N         0.0104         0.1250
97       CACM-1570         N         0.0103         0.1250
98       CACM-1645         N         0.0102         0.1250
99       CACM-1528         N         0.0101         0.1250
100       CACM-1571         N         0.0100         0.1250

P@5: 0.0
P@20: 0.0

******************* End of query 5 ***************************

Query ID: 6
Rank      DocID       Relevance    Precision       Recall
1       CACM-1353         N         0.0000         0.0000
2       CACM-3198         N         0.0000         0.0000
3       CACM-1305         N         0.0000         0.0000
4       CACM-1383         N         0.0000         0.0000
5       CACM-1014         N         0.0000         0.0000
6       CACM-0605         N         0.0000         0.0000
7       CACM-2264         N         0.0000         0.0000
8       CACM-1233         N         0.0000         0.0000
9       CACM-0248         N         0.0000         0.0000
10       CACM-0963         N         0.0000         0.0000
11       CACM-1543         R         0.0909         0.3333
12       CACM-2828         R         0.1667         0.6667
13       CACM-1314         N         0.1538         0.6667
14       CACM-2841         N         0.1429         0.6667
15       CACM-1458         N         0.1333         0.6667
16       CACM-2916         N         0.1250         0.6667
17       CACM-1387         N         0.1176         0.6667
18       CACM-1877         N         0.1111         0.6667
19       CACM-1382         N         0.1053         0.6667
20       CACM-0962         N         0.1000         0.6667
21       CACM-2216         N         0.0952         0.6667
22       CACM-0671         N         0.0909         0.6667
23       CACM-0086         N         0.0870         0.6667
24       CACM-1473         N         0.0833         0.6667
25       CACM-2195         N         0.0800         0.6667
26       CACM-1341         N         0.0769         0.6667
27       CACM-0695         N         0.0741         0.6667
28       CACM-1534         N         0.0714         0.6667
29       CACM-0303         N         0.0690         0.6667
30       CACM-1533         N         0.0667         0.6667
31       CACM-2721         N         0.0645         0.6667
32       CACM-1531         N         0.0625         0.6667
33       CACM-1445         N         0.0606         0.6667
34       CACM-3185         N         0.0588         0.6667
35       CACM-1171         N         0.0571         0.6667
36       CACM-1365         N         0.0556         0.6667
37       CACM-3048         N         0.0541         0.6667
38       CACM-1503         N         0.0526         0.6667
39       CACM-0216         N         0.0513         0.6667
40       CACM-0730         N         0.0500         0.6667
41       CACM-2805         N         0.0488         0.6667
42       CACM-1395         N         0.0476         0.6667
43       CACM-1199         N         0.0465         0.6667
44       CACM-2930         N         0.0455         0.6667
45       CACM-3035         N         0.0444         0.6667
46       CACM-2163         N         0.0435         0.6667
47       CACM-2554         N         0.0426         0.6667
48       CACM-1867         N         0.0417         0.6667
49       CACM-1346         N         0.0408         0.6667
50       CACM-1727         N         0.0400         0.6667
51       CACM-3080         N         0.0392         0.6667
52       CACM-2165         N         0.0385         0.6667
53       CACM-0236         N         0.0377         0.6667
54       CACM-3160         N         0.0370         0.6667
55       CACM-2197         N         0.0364         0.6667
56       CACM-3034         N         0.0357         0.6667
57       CACM-2751         N         0.0351         0.6667
58       CACM-1635         N         0.0345         0.6667
59       CACM-2776         N         0.0339         0.6667
60       CACM-1349         N         0.0333         0.6667
61       CACM-0492         N         0.0328         0.6667
62       CACM-1645         N         0.0323         0.6667
63       CACM-1625         N         0.0317         0.6667
64       CACM-0854         N         0.0312         0.6667
65       CACM-2535         N         0.0308         0.6667
66       CACM-2977         N         0.0303         0.6667
67       CACM-2656         N         0.0299         0.6667
68       CACM-2780         N         0.0294         0.6667
69       CACM-1108         N         0.0290         0.6667
70       CACM-2810         N         0.0286         0.6667
71       CACM-1637         N         0.0282         0.6667
72       CACM-1623         N         0.0278         0.6667
73       CACM-1423         N         0.0274         0.6667
74       CACM-3190         N         0.0270         0.6667
75       CACM-0070         N         0.0267         0.6667
76       CACM-0146         N         0.0263         0.6667
77       CACM-1182         N         0.0260         0.6667
78       CACM-1443         N         0.0256         0.6667
79       CACM-2248         N         0.0253         0.6667
80       CACM-2310         N         0.0250         0.6667
81       CACM-1884         N         0.0247         0.6667
82       CACM-0464         N         0.0244         0.6667
83       CACM-1611         N         0.0241         0.6667
84       CACM-3090         N         0.0238         0.6667
85       CACM-2911         N         0.0235         0.6667
86       CACM-1001         N         0.0233         0.6667
87       CACM-2572         N         0.0230         0.6667
88       CACM-1325         N         0.0227         0.6667
89       CACM-3012         N         0.0225         0.6667
90       CACM-0694         N         0.0222         0.6667
91       CACM-3200         N         0.0220         0.6667
92       CACM-0670         N         0.0217         0.6667
93       CACM-2154         N         0.0215         0.6667
94       CACM-1194         N         0.0213         0.6667
95       CACM-1885         N         0.0211         0.6667
96       CACM-3135         N         0.0208         0.6667
97       CACM-1206         N         0.0206         0.6667
98       CACM-2931         N         0.0204         0.6667
99       CACM-2834         N         0.0202         0.6667
100       CACM-2932         N         0.0200         0.6667

P@5: 0.0
P@20: 0.1

******************* End of query 6 ***************************

Query ID: 7
Rank      DocID       Relevance    Precision       Recall
1       CACM-0059         N         0.0000         0.0000
2       CACM-0086         N         0.0000         0.0000
3       CACM-3028         N         0.0000         0.0000
4       CACM-0069         N         0.0000         0.0000
5       CACM-0084         N         0.0000         0.0000
6       CACM-2864         N         0.0000         0.0000
7       CACM-1383         N         0.0000         0.0000
8       CACM-1387         N         0.0000         0.0000
9       CACM-0758         N         0.0000         0.0000
10       CACM-1427         N         0.0000         0.0000
11       CACM-1473         N         0.0000         0.0000
12       CACM-3000         N         0.0000         0.0000
13       CACM-0070         N         0.0000         0.0000
14       CACM-1884         N         0.0000         0.0000
15       CACM-1771         N         0.0000         0.0000
16       CACM-3080         N         0.0000         0.0000
17       CACM-1653         N         0.0000         0.0000
18       CACM-0963         N         0.0000         0.0000
19       CACM-1503         N         0.0000         0.0000
20       CACM-0303         N         0.0000         0.0000
21       CACM-0248         N         0.0000         0.0000
22       CACM-2264         N         0.0000         0.0000
23       CACM-0671         N         0.0000         0.0000
24       CACM-2805         N         0.0000         0.0000
25       CACM-1366         N         0.0000         0.0000
26       CACM-2874         N         0.0000         0.0000
27       CACM-2962         N         0.0000         0.0000
28       CACM-1353         N         0.0000         0.0000
29       CACM-2932         N         0.0000         0.0000
30       CACM-3144         N         0.0000         0.0000
31       CACM-1623         N         0.0000         0.0000
32       CACM-1834         N         0.0000         0.0000
33       CACM-2310         N         0.0000         0.0000
34       CACM-3003         N         0.0000         0.0000
35       CACM-0855         N         0.0000         0.0000
36       CACM-1854         N         0.0000         0.0000
37       CACM-1196         N         0.0000         0.0000
38       CACM-1395         N         0.0000         0.0000
39       CACM-2326         N         0.0000         0.0000
40       CACM-2181         N         0.0000         0.0000
41       CACM-1237         N         0.0000         0.0000
42       CACM-2616         N         0.0000         0.0000
43       CACM-2871         N         0.0000         0.0000
44       CACM-1601         N         0.0000         0.0000
45       CACM-0596         N         0.0000         0.0000
